Spec.No.,S.W.No.,Mass_Single,Fam_Genus,species,Date,County,Location,Grid ref,Sex,Length Imp.,Length Met.,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect.CoNAord.,Latitude,Longitude,Other refs,age,Old County,GRef Source,By Catch,Rep.Source,SMRU animal,SMRU No,RLaw,IoZ London,JBaker,VSimpson,CBRU,RJReid,NMS No,Irish,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Name Common,Name Current Sci ,Beak Len (m),Beak-Blowhole(m),Snout-mid BF (m),Tail-mid BF (m),BF base Len (m),BF max Height(m),Tail span (m),Tail Depth (m),Tail Curve (m),Keel/T.Stock (m),Flipper Len (m),Flipper Wid (m),Body Girth (m),Gen Slit Len (m),Gen Slit-anus(m),Teeth Top Jaw,Teeth Low Jaw,Teeth Diam mm,Baleen Plate clr,Baleen Fring clr,Country Code,C.of Death,Parasites,Comment
2880,1969/21,S,Hyperoodon,ampullatus,26-Sep-69,"Argyllshire, Scotland",Dunstaffnage Bay,NM88003400,F,19'10'',6.05m*,NA,NA,1969,21,NA,02-Nov-90,23-Dec-08,305,ZK0125,ZK0125,18800073400,56.45050124,-5.440441802,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,9,26,19690926,BottleNAnosed whale,Hyperoodon ampullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Bottle-nosed Whale
2881,1969/22,S,Orcinus,orca,30-Sep-69,"Inverness-shire, Scotland","Eriskay, Outer Hebrides",NF79001000,NA,21',6.4m*,NA,NA,1969,22,NA,02-Nov-90,23-Dec-08,1791,ZK0069,ZK0069,7900081000,57.06898303,-7.297539804,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,9,30,19690930,Killer whale,Orcinus orca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Killer Whale
2882,1969/22a,s,Delphinus,delphis?,06-Dec-69,"Orkney Islands, Scotland","Waulkmill, Mainland",HY38000640,NA,NA,NA,decayed,NA,1969,22,a,11-Oct-95,23-Dec-08,6071,ZK0048,ZK0048,33800100640,58.9407439,-3.077440198,NA,NA,NA,BMNH,NA,"Booth & Booth, 1994 p.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,12,6,19691206,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,"a)''remains only found'', Booth & Booth, 1994 p.25"
2883,1969/23,S,Phocoena,phocoena,08-Dec-69,"Anglesey, Gwynedd, Wales",Bull Bay,SH42009400,NA,4'7'',1.4m*,NA,NA,1969,23,NA,02-Nov-90,23-Dec-08,2403,ZK0085,ZK0085,24200039400,53.41884192,-4.377827861,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,12,8,19691208,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common Porpoise
2884,1970/1,S,Lagenorhynchus,albirostris,10-Jan-70,Suffolk,"Covehythe, Southwold",TM50007600,F,8'11'',2.72m*,NA,NA,1970,1,NA,02-Nov-90,23-Dec-08,166,ZK0059,ZK0059,65000027600,52.32465252,1.669213272,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,10,19700110,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2885,1970/2,S,Delphinus,delphis,15-Jan-70,Cornwall,"Gendower beach, Portscatho, Falmouth",SW80023202,NA,5'2'',1.57m*,NA,NA,1970,2,NA,02-Nov-90,23-Dec-08,842,ZK0048,ZK0048,18002003202,50.14674314,-5.079411047,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,15,19700115,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
2886,1970/3,S,Lagenorhynchus,albirostris,20-Jan-70,Northumberland,"Seaton Point, N. of Alnmouth",NZ32017600,M,7'6'',2.29m*,NA,NA,1970,3,NA,02-Nov-90,23-Dec-08,167,ZK0059,ZK0059,43201057600,55.07735736,-1.498581953,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,20,19700120,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2887,1970/4,S,Lagenorhynchus,albirostris,21-Jan-70,Northumberland,"Chevington Burn, S. of Amble",NU26010401,NA,8'0'',2.44m*,NA,NA,1970,4,NA,02-Nov-90,23-Dec-08,168,ZK0059,ZK0059,42601060401,55.32942519,-1.589987165,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,21,19700121,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2888,1970/5,S,Phocoena,phocoena,21-Jan-70,Northumberland,Between Bondicar Point + Chevington,NZ26009900,M,4'9'',1.45m*,NA,NA,1970,5,NA,02-Nov-90,23-Dec-08,2404,ZK0085,ZK0085,42600059900,55.28440317,-1.590608767,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,21,19700121,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2889,1970/6,S,Phocoena,phocoena,21-Jan-70,Northumberland,"Bondicar, S. of Amble",NU26010400,M,4'9'',1.45m*,NA,NA,1970,6,NA,02-Nov-90,23-Dec-08,2405,ZK0085,ZK0085,42601060400,55.32933532,-1.589988093,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,21,19700121,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2890,1970/7,S,Lagenorhynchus,albirostris,21-Jan-70,Northumberland,"Chevington Burn, S. of Amble",NU26000400,M,7'0'',2.13m*,NA,lower jaw,1970,7,NA,02-Nov-90,23-Dec-08,169,ZK0059,ZK0059,42600060400,55.32933585,-1.590145725,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,21,19700121,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2891,1970/8,S,Delphinus,delphis,23-Jan-70,Cornwall,Porthleven Harbour,SW62002500,NA,5'6'',1.68m*,NA,NA,1970,8,NA,02-Nov-90,23-Dec-08,843,ZK0048,ZK0048,16200002500,50.0767503,-5.32685632,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,23,19700123,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
2892,1970/9,S,Phocoena,phocoena,26-Jan-70,"Kincardineshire, Scotland",Gourdon,NO82507000,NA,ca4'6'',ca1.37m*,NA,NA,1970,9,NA,02-Nov-90,23-Dec-08,2406,ZK0085,ZK0085,38250077000,56.82130989,-2.28673151,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,1,26,19700126,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Common Porpoise
2893,1970/10,S,Phocoena,phocoena,02-Feb-70,"Aberdeenshire, Scotland",Cruden Bay,NK09003600,NA,4'9'',1.45m*,NA,NA,1970,10,NA,02-Nov-90,23-Dec-08,2407,ZK0085,ZK0085,40900083600,57.41450247,-1.850162383,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2,2,19700202,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Common Porpoise
2894,1970/11,S,Tursiops,truncatus,05-Feb-70,Hampshire,Hayling Island,SU72000100,F,ca10'10'',ca3.3m*,NA,NA,1970,11,NA,02-Nov-90,23-Dec-08,2844,ZK0053,ZK0053,47200010100,50.80351463,-0.978115298,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2,5,19700205,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin
2895,1970/12,S,Grampus,griseus,28-Feb-70,Cornwall,"Trevone Bay, Padstow",SW91027499,NA,11'0'',3.35m*,NA,NA,1970,12,NA,02-Nov-90,23-Dec-08,1051,ZK0074,ZK0074,19102007499,50.53669812,-4.949473889,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2,28,19700228,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Risso's Dolphin
2896,1970/13,S,Delphinus,delphis,02-Mar-70,"Glamorganshire, Wales","Leys beach, 5 miles W. of Barry",ST11006800,M,5'4'',1.63m*,NA,NA,1970,13,NA,02-Nov-90,23-Dec-08,844,ZK0048,ZK0048,31100016800,51.40354264,-3.279632573,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,3,2,19700302,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common dolphin
2897,1970/14,S,Grampus,griseus,22-Mar-70,"Shetland Islands, Scotland","Woodwick, Unst",HP60010901,NA,10'9'',3.28m*,dead,NA,1970,14,NA,02-Nov-90,23-Dec-08,1052,ZK0074,ZK0074,46001120901,60.76020597,-0.898615958,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,3,22,19700322,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Risso's Dolphin
2898,1970/15,S,Phocoena,phocoena,14-Apr-70,North Yorkshire,Robin Hood's Bay,NZ95000500,M,3'10'',1.17m*,NA,NA,1970,15,NA,02-Nov-90,23-Dec-08,2408,ZK0085,ZK0085,49500050500,54.43139328,-0.535338625,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,4,14,19700414,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2899,1970/16,S,Lagenorhynchus,albirostris,05-May-70,Northumberland,"Hauxley, 1.5 miles S. of Amble",NU25990401,F,6'8'',2.03m*,NA,lower jaw,1970,16,NA,02-Nov-90,23-Dec-08,170,ZK0059,ZK0059,42599060401,55.32942624,-1.590302429,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,5,5,19700505,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2900,1970/17,S,Tursiops,truncatus,23-May-70,"Western Isles, Scotland","Earsary, Barra",NL70509980,NA,11'8'',3.56m*,NA,NA,1970,17,NA,02-Nov-90,23-Dec-08,2845,ZK0053,ZK0053,7050079980,56.97175964,-7.423772321,NA,NA,"Ross + Cromarty, Scotland",BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,5,23,19700523,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,"a)Bottle-nosed Dolphin. b)1st info Stornoway, Lewis, Outer Hebrides,  Ross + Cromarty (gref NB43003300), May 1970, but Mary Harman &        original paperwork in Mammal Section lead to conclusion probably      Earsary, Barra, 23 May 1970 - disposed of at sea, weighted with       rocks."
2901,1970/18,S,Balaenoptera,acutorostrata,27-May-70,"Antrim, N.Ireland",Ballycastle,NA,M,15'0'',4.57m*,NA,'various',1970,18,NA,02-Nov-90,23-Dec-08,444,ZK0132,ZK0132,NA,55.2053,-6.2372,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,5,27,19700527,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,NA,Lesser Rorqual
2902,1970/19,S,Balaenoptera,acutorostrata,09-Jun-70,"Inverness-shire, Scotland","Lochboisdale, South Uist, Outer Hebrides",NF78002000,F,26'0'',7.92m*,NA,NA,1970,19,NA,02-Nov-90,23-Dec-08,445,ZK0132,ZK0132,7800082000,57.1577398,-7.326820588,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,9,19700609,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Lesser Rorqual
2903,1970/20,S,Hyperoodon,ampullatus,01-Jul-70,"Orkney Islands, Scotland","Sandwick Bay, South Ronaldsay",ND43008900,NA,20'0'',6.1m*,NA,NA,1970,20,NA,02-Nov-90,23-Dec-08,306,ZK0125,ZK0125,34300098900,58.7851806,-2.986111322,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,1,19700701,BottleNAnosed whale,Hyperoodon ampullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Bottle-nosed Whale
2904,1970/21,S,Lagenorhynchus,albirostris,17-Jun-70,Durham,Hartlepool,NZ51993201,NA,7'10.5'',2.4m*,NA,NA,1970,21,NA,02-Nov-90,23-Dec-08,171,ZK0059,ZK0059,45199053201,54.68035073,-1.193567552,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,6,17,19700617,WhiteNAbeaked dolphin,Lagenorhynchus albirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,White-beaked Dolphin
2905,1970/22,S,Phocoena,phocoena,15-Jul-70,"Pembrokeshire, Wales",Broad Haven,SM86001300,NA,NA,NA,NA,NA,1970,22,NA,02-Nov-90,23-Dec-08,2409,ZK0085,ZK0085,18600021300,51.77423994,-5.102310617,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,15,19700715,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Common Porpoise
2906,1970/23,S,cetacean,sp.indet.,28-Jul-70,Cornwall,Bude,SS20000600,NA,14'6'',4.42m*,NA,NA,1970,23,NA,02-Nov-90,23-Dec-08,3055,ZK0039,ZK0149,22000010600,50.82495691,-4.556025176,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,28,19700728,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
2907,1970/24,S,Phocoena,phocoena,27-Jul-70,Cumberland,"Skinburness, 1.75 miles E. of Silloth Dock",NY12005500,M,4'11'',1.5m*,NA,NA,1970,24,NA,02-Nov-90,23-Dec-08,2410,ZK0085,ZK0085,31200055500,54.88191216,-3.371827761,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,7,27,19700727,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2908,1970/25,S,Tursiops,truncatus,21-Aug-70,Durham,"Seaton Carew, Hartlepool",NZ53502900,NA,5'9'',1.75m*,dead,NA,1970,25,NA,02-Nov-90,23-Dec-08,2846,ZK0053,ZK0053,45350052900,54.65314243,-1.170699454,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,21,19700821,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin
2909,1970/26,S,Ziphius,cavirostris,21-Aug-70,"Inverness-shire, Scotland","Callernish, North Uist, Outer Hebrides",NF78767528,NA,19'6'',5.94m*,decayed,"lower jaw, part",1970,26,NA,02-Nov-90,23-Dec-08,599,ZK0120,ZK0120,7876087528,57.65272661,-7.386595155,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,21,19700821,Cuvier's Beaked whale,Ziphius cavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Cuvier's Beaked Whale
2910,1970/27,S,Ziphius,cavirostris,Sep-70,"Inverness-shire, Scotland","North Uist, Outer Hebrides",NF83167024,NA,ca20',ca6.1m*,decayed,NA,1970,27,NA,02-Nov-90,23-Dec-08,600,ZK0120,ZK0120,8316087024,57.61075827,-7.306581974,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,14,19700914,Cuvier's Beaked whale,Ziphius cavirostris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Cuvier's Beaked Whale b)NF87000000 BMNH
2911,1970/28,S,Lagenorhynchus,acutus,22-Aug-70,Cornwall,Gwithian,SW57664166,NA,6'0.5'',1.84m*,alive,head on arrival,1970,28,NA,02-Nov-90,23-Dec-08,40,ZK0058,ZK0058,15766004166,50.22458416,-5.398006807,NA,NA,NA,BMNH,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,8,22,19700822,WhiteNAsided dolphin,Lagenorhynchus acutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,"a)White-sided Dolphin b)50°13'N, 05°22'W - B.Folder =SW59864068    (=inland) c)1st info SW58004100 BMNH"
2912,1970/29,S,Phocoena,phocoena,28-Sep-70,"Down, N.Ireland",Rossglass,NA,NA,5'3'',1.6m*,NA,NA,1970,29,NA,02-Nov-90,23-Dec-08,2411,ZK0085,ZK0085,NA,54.2447,-5.6818,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,28,19700928,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,NA,NA,Common Porpoise
2913,1970/30,S,Phocoena,phocoena,30-Sep-70,"Pembrokeshire, Wales",Broadhaven,SM85991301,NA,NA,NA,decayed?,tail on arrival,1970,30,NA,02-Nov-90,23-Dec-08,2412,ZK0085,ZK0085,18599021301,51.7743259,-5.102461519,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,9,30,19700930,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,a)Common Porpoise b)why not 'head on arrival'- implies damaged or  decayed carcass?
2914,1970/31,S,Phocoena,phocoena,16-Oct-70,Sussex,"Pett Level, Rye Bay",TQ96001700,NA,4'0'',1.22m*,NA,NA,1970,31,NA,02-Nov-90,23-Dec-08,2413,ZK0085,ZK0085,59600011700,50.91857285,0.788847251,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,10,16,19701016,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2915,1970/32,S,Globicephala,melaena,06-Nov-70,"Inverness-shire, Scotland","Ormiclate, South Uist, Outer Hebrides",NF72083236,NA,20'0'',6.1m*,decayed,NA,1970,32,NA,02-Nov-90,23-Dec-08,1249,ZK0079,ZK0079,7208083236,57.26409683,-7.440546011,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,11,6,19701106,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,a)Long-finned Pilot Whale
2916,1970/33,S,Delphinus,delphis,10-Nov-70,Cornwall,"Trevone, Padstow",SW90997501,NA,6'6'',1.98m*,"dead, good",NA,1970,33,NA,02-Nov-90,23-Dec-08,845,ZK0048,ZK0048,19099007501,50.53686704,-4.949907916,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,11,10,19701110,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
2917,1970/34,S,Phocoena,phocoena,16-Nov-70,Cumberland,"Nr Bathry House, 0.5 mile Silloth Pier, Maryport",NY03013600,NA,4'10'',1.47m*,decayed,NA,1970,34,NA,02-Nov-90,23-Dec-08,2414,ZK0085,ZK0085,30301053600,54.70954549,-3.505562406,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,11,16,19701116,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2918,1970/35,S,Globicephala,melaena,26-Nov-70,"Cork, EIRE",Ballyrisode,NA,NA,15',4.57m*,alive,NA,1970,35,NA,02-Nov-90,23-Dec-08,1250,ZK0079,ZK0079,NA,51.5177,-9.6663,NA,NA,S.Ireland,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,11,26,19701126,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,Long-finned Pilot Whale
2919,1970/36,S,Hyperoodon,ampullatus,02-Dec-70,"Pembrokeshire, Wales","Broad Haven, St Brides Bay",SM85991299,NA,19'9'',6.02m*,decayed,Lower jaw,1970,36,NA,02-Nov-90,23-Dec-08,307,ZK0125,ZK0125,18599021299,51.77414633,-5.102449193,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,12,2,19701202,BottleNAnosed whale,Hyperoodon ampullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,Bottle-nosed Whale
2920,1970/37,S,Delphinus,delphis,30-Dec-70,Yorkshire,Redcar Sands,NZ60002400,F,4'6'',1.37m*,"dead, good",NA,1970,37,NA,02-Nov-90,23-Dec-08,846,ZK0048,ZK0048,46000052400,54.60747794,-1.070981929,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,12,30,19701230,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
2921,1970/38,M,Globicephala,melaena,28-Dec-70,Cornwall,"Dropnose beach, Gugh, Isles of Scilly",SV89010800,M,18'3'',5.56m*,NA,NA,1970,38,NA,02-Nov-90,23-Dec-08,1251,ZK0079,ZK0079,8901000800,49.89060232,-6.330667867,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,12,28,19701228,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Long-finned Pilot Whale
2922,1970/38,M,Globicephala,melaena,28-Dec-70,Cornwall,"Dropnose beach, Gugh, Isles of Scilly",SV89000800,F,9'7'',2.92m*,NA,NA,1970,38,NA,02-Nov-90,23-Dec-08,1252,ZK0079,ZK0079,8900000800,49.89059712,-6.330806701,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,12,28,19701228,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Long-finned Pilot Whale
2923,1971/2,S,Globicephala,melaena,09-Jan-71,"Guernsey, Channel Isles",(West coast),NA,F,7'1'',2.16m*,dead,NA,1971,2,NA,02-Nov-90,23-Dec-08,1253,ZK0079,ZK0079,NA,49.4661,-2.6309,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,1,9,19710109,LongNAfinned Pilot whale,Globicephala melas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,NA,Long-finned Pilot Whale
2924,1971/3,S,Phocoena,phocoena,11-Mar-71,Yorkshire,Scarborough,TA03028799,M,4'10'',1.47m*,alive,entire on arrival,1971,3,NA,02-Nov-90,23-Dec-08,2415,ZK0085,ZK0085,50302048799,54.27700095,-0.417625461,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,11,19710311,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
2925,1971/4,S,Orcinus,orca,16-Mar-71,"Inverness-shire, Scotland","Bornish, South Uist, Outer Hebrides",NF71402860,NA,24'0'',7.32m*,NA,NA,1971,4,NA,02-Nov-90,23-Dec-08,1792,ZK0069,ZK0069,7140082860,57.22998224,-7.446793086,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,16,19710316,Killer whale,Orcinus orca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Killer Whale
2926,1971/5,S,Tursiops,truncatus,19-Mar-71,Isle of Wight,"Steephill Cove, Ventnor",SZ56007700,M,11'4'',3.45m*,decayed,NA,1971,5,NA,02-Nov-90,23-Dec-08,2847,ZK0053,ZK0053,45600007700,50.5894534,-1.208813856,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,3,19,19710319,BottleNAnosed dolphin,Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Dolphin; Hampshire
