#,Event Date,Year ,Species,Name.Current.Sci,Location,County/Region,GPS Lat,GPS Long,GridRef,Record ID,Stranding ID,Observer,Live Stranding
885,04/08/2013,2013,Risso's dolphin,Grampus griseus,Baginbun Head Hook Peninsula,Co. Wexford,52.18,-6.83,S801037,4082,2013_125,Deirdre Slevin -  Oisin O'Connell -  Caoimhe Fitzgerald -  Donal Plunkett -  Mary Cox, NO
886,04/08/2013,2013,striped dolphin,Stenella coeruleoalba,Elly Bay Mullet Peninsula,Co. Mayo,54.16,-10.09,F638251,4084,L2013_008,Daithi O'Beag -  Cormac de Roiste -  Barry McGovern, YES
887,03/08/2013,2013,harbour porpoise,Phocoena phocoena,Bull Island,Co. Dublin,53.36,-6.17,O218355,4081,2013_124,Eugene Gilsenan -  Gearoid Fallon, NO
888,02/08/2013,2013,striped dolphin,Stenella coeruleoalba,Kilmore Quay,Co. Wexford,52.18,-6.56,S985037,4083,2013_126,Jim Hurley -  Peter Hurley., NO
889,28/07/2013,2013,bottlenose dolphin,Tursiops truncatus,Malin Beg,Co. Donegal,54.67,-8.79,G490808,4085,2013_127,Paul Gillen, NO
890,26/07/2013,2013,pilot whale,Globicephala melas,Minard Head Dingle Bay,Co. Kerry,52.12,-10.14,V533984,4078,2013_121,James Robbins, NO
891,26/07/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Iniskea Islands,Co. Mayo,54.13,-10.19,F567225,4079,2013_122,Sean -  John and Janette O'Callaghan, NO
892,23/07/2013,2013,Risso's dolphin,Grampus griseus,Wexford Harbour,Co. Wexford,52.34,-6.36,T119224,4074,2013_117,Dominic Berridge -  Tony Murray -  Alyn Walsh -  Lorcan Scott (NPWS), NO
893,22/07/2013,2013,Risso's dolphin,Grampus griseus,Ardmore Bay,Co. Waterford,51.95,-7.72,X193780,4077,2013_120,Patrick O'Sullivan, NO
894,22/07/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Inis Oirr Aran Islands,Co. Galway,53.05,-9.52,L981008,4080,2013_123,Jim Hurley, NO
895,22/07/2013,2013,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Newcastle,Co. Down,54.21,-5.88,J381315,4087,N.I.2013_,Bobby Hamill -  Emma Cunningham, NO
896,21/07/2013,2013,harbour porpoise,Phocoena phocoena,Skerries,Co. Dublin,53.58,-6.1,O259604,4075,2013_118,Johnny Woodlock, NO
897,17/07/2013,2013,minke whale,Balaenoptera acutorostrata,Ardfield,Co. Cork,51.549,-8.897,W378335,4069,2013_113,Padraig Whooley & Calvin Jones (IWDG) -  Donal O' Sullivan -  Gary Hannon -  Shay Fennelly -  Shane Kenny -  Tracey Bourke -  Rory Scarrott -  Patricia Herr, NO
898,16/07/2013,2013,pilot whale,Globicephala melas,Clew Bay,Co. Mayo,53.85,-9.61,L944902,4076,2013_119,Cameron Clotworthy -  Dermot Breen (NPWS), NO
899,14/07/2013,2013,basking shark,basking shark,Bull Island,Co. Dublin,53.36,-6.15,O232356,4070,,Donal Mc Weeney -  Sandra O'Donovan -  Ciaran Adamson, NO
900,11/07/2013,2013,bottlenose dolphin,Tursiops truncatus,Gorumna Island,Co. Galway,53.24,-9.61,L929220,4071,2013_114,Padraic de Bhaldraithe -  Enda Bonner, NO
901,10/07/2013,2013,harbour porpoise,Phocoena phocoena,Curracloe,Co. Wexford,52.37,-6.37,T114258,4072,2013_115,Sarah Reidy -  Elizabeth Cash -  Gary Ennis, NO
902,09/07/2013,2013,harbour porpoise,Phocoena phocoena,Clonakilty Bay,Co. Cork,51.58,-8.84,W418362,4073,2013_116,Colm Walsh, NO
903,03/07/2013,2013,harbour porpoise,Phocoena phocoena,Burtonport,Co. Donegal,55.01,-8.45,B710182,4068,2013_112,Joanne Mcelroy, NO
904,27/06/2013,2013,harbour porpoise,Phocoena phocoena,St Helens Beach,Co. Wexford,52.23,-6.32,T147101,4067,2013_111,Michael McAodhan -  Rachel Walsh (Fisheries Ireland) -  Deirdre Slevin, NO
905,24/06/2013,2013,dolphin species,dolphin species,Old Head of Kinsale,Co. Cork,51.64,-8.57,W605432,4061,2013_105,Alayne Hynes, NO
906,24/06/2013,2013,Cuvier's beaked whale,Ziphius cavirostris,Bunatrahir Bay Nr. Ballycastle,Co. Mayo,54.3,-9.37,G106402,4063,2013_107,Ray Tighe -  James Kilroy (NPWS), NO
907,24/06/2013,2013,minke whale,Balaenoptera acutorostrata,Youghal Bay,Co. Cork,51.93,-7.81,X130749,4065,2013_110,Kieran Ring, NO
908,21/06/2013,2013,harbour porpoise,Phocoena phocoena,Dun Laoghaire,Co. Dublin,53.3,-6.13,O250290,4057,2013_101,Ronan Brandon, NO
909,21/06/2013,2013,Atlantic white-sided dolphin,Lagenorhynchus acutus,Dungloe,Co. Donegal,54.9,-8.38,B756064,4066,2013_108,Deirdre Walsh -  Emer Magee (NPWS), YES
910,20/06/2013,2013,pilot whale,Globicephala melas,Bettystown,Co. Meath,53.65,-6.22,O181676,4056,L2013_007,Irish Coastguard -  Mark Coleman, YES
911,20/06/2013,2013,pilot whale,Globicephala melas,Mornington Beach,Co. Meath,53.7,-6.24,O163737,4058,2013_102,Irish Coastguard -  Mark Coleman -  Westgate Veterinary Clinic, YES
912,20/06/2013,2013,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.16,-7.13,S596007,4059,2013_103,Clare Scott -  Grace O'Sullivan -  Phillippa Kearney -  Brendan Price -  Michael Quinn -  Gema Hernandez-Milian, NO
913,18/06/2013,2013,harbour porpoise,Phocoena phocoena,Carne,Co. Wexford,52.18,-6.35,T126048,4060,2013_104,Jim Hurley -  Helen Moody, NO
914,15/06/2013,2013,pilot whale,Globicephala melas,Ferriters Cove Sybil Head,Co. Kerry,52.17,-10.44,Q329052,4054,2013_099,Cork Sailing -  Karl Grabe -  Nick Massett, NO
915,15/06/2013,2013,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Youghal Bay,Co. Cork,51.94,-7.84,X111765,4062,2013_106,Irish Coastguard Service, YES
916,12/06/2013,2013,pilot whale,Globicephala melas,Ballyconneely,Co. Galway,53.39,-10.03,L652391,4055,2013_100,Dermot Breen (NPWS), NO
917,09/06/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Camp,Co. Kerry,52.24,-9.96,Q661112,4050,2013_096,Daniel O'Doherty -  Paddy O'Dwyer, NO
918,06/06/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Ring,Co. Waterford,52.06,-7.59,X283894,4049,2013_095,Muireann Ni Mhurchadha, NO
919,05/06/2013,2013,striped dolphin,Stenella coeruleoalba,Clifden Bay,Co. Galway,53.49,-10.06,L634506,4048,2013_094,Eilis Mcgarr, NO
920,04/06/2013,2013,basking shark,basking shark,Kilcummin Head Killala Bay,Co. Mayo,54.27,-9.21,G214368,4046,bs0406201,Caroline Tuffy, NO
921,04/06/2013,2013,harbour porpoise,Phocoena phocoena,Portmarnock,Co. Dublin,53.42,-6.12,O253422,4052,L2013_006,Irish Coastguard Service, NO
922,03/06/2013,2013,pilot whale,Globicephala melas,Inishmor Aran Islands,Co. Galway,53.15,-9.84,L767121,4047,2013_093,Kieran Tolan, NO
923,02/06/2013,2013,harbour porpoise,Phocoena phocoena,,,54.48,-8.28,G817589,4051,2013_097,David O'Hora -  Jane McSherry, NO
924,01/06/2013,2013,common dolphin,Delphinus delphis,Dungarvan Bay,Co. Waterford,52.08,-7.6,X271926,4042,L2013_005,Irish Coastguard Service -  Tony Regan, YES
925,01/06/2013,2013,common dolphin,Delphinus delphis,Derrynane Bay,Co. Kerry,51.76,-10.14,V522583,4044,2013_091,Sam Reynolds -  Nick Massett., NO
926,01/06/2013,2013,common dolphin,Delphinus delphis,Dungarvan Bay,Co. Waterford,52.04,-7.57,X298874,4045,2013_092,Declan McGrath, NO
927,29/05/2013,2013,minke whale,Balaenoptera acutorostrata,Dooagh Achill Island,Co. Mayo,53.97,-10.13,F603048,4040,2013_089,Tom Honeyman -  Orla Calvey -  Cameron Clotworthy (DAHG) -  Stefan Vogler, NO
928,27/05/2013,2013,True's beaked whale,Mesoplodon mirus,Ballyconneely,Co. Galway,53.41,-10.13,L586416,4039,2013_088,Dermot Breen (NPWS), NO
929,26/05/2013,2013,whale species,whale species,Magheroarty,Co. Donegal,55.17,-8.2,B876355,4038,2013_087,Domnic Barr -  Irish Coastguard/Bunbeg -  Gary Burrows -  Helen White, NO
930,25/05/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Ballyteige Kilmore Quay,Co. Wexford,52.18,-6.55,S990039,4064,2013_109,Saoirse Maguire -  Jim Hurley, NO
931,21/05/2013,2013,harbour porpoise,Phocoena phocoena,Cloghane,Co. Kerry,52.25,-10.16,Q526131,4041,2013_090,Elias Spinn, NO
932,20/05/2013,2013,common dolphin,Delphinus delphis,Bettystown,Co. Meath,53.71,-6.24,O161743,4033,2013_084,Irish Coastguard Service -  Maurice Eakin (DAHG), YES
933,19/05/2013,2013,common dolphin,Delphinus delphis,Kilkee,Co. Clare,52.68,-9.65,Q883605,4032,2013_083,Carsten Krieger, NO
934,18/05/2013,2013,pilot whale,Globicephala melas,Smerwick Harbour,Co. Kerry,52.18,-10.38,Q371056,4034,2013_085,Abi Dillon -  Nick Massett, NO
935,17/05/2013,2013,dolphin species,dolphin species,Clifden Bay,Co. Galway,53.49,-10.05,L641503,4031,L2013_002,Simon ..., YES
936,17/05/2013,2013,cetacean species,cetacean species,Tory Island,Co. Donegal,55.26,-8.24,B851462,4053,2013_098,Brad Robson, NO
937,16/05/2013,2013,pilot whale,Globicephala melas,Silver Strand,Co. Galway,53.25,-9.12,M250228,4030,2013_082,Noirin Burke -  Tony O'Callaghan -  Donagh McDonagh, NO
938,14/05/2013,2013,True's beaked whale,Mesoplodon mirus,Trabreaga Bay Malin Head,Co. Donegal,55.28,-7.29,C455487,4028,2013_080,Emmett Johnston (NPWS), YES
939,13/05/2013,2013,pilot whale,Globicephala melas,Cuas Crome Harbour Nr. Valentia Isl.,Co. Kerry,51.97,-10.27,V443816,4026,2013_078,John Patrick Murphy -  Rosemary Hill, NO
940,12/05/2013,2013,True's beaked whale,Mesoplodon mirus,Malin Head,Co. Donegal,55.32,-7.34,C422526,4025,2013_077,Joe Butler -  Emmett Johnston (NPWS) - Ronald Boggs -  Anthony Kearney, YES
941,12/05/2013,2013,common dolphin,Delphinus delphis,Tarmon Beach Belmullet,Co. Mayo,54.11,-10.08,F640202,4027,2013_079,Barry Mc Govern -  Ross Culloch (CMRC), YES
942,09/05/2013,2013,harbour porpoise,Phocoena phocoena,Derrynane Bay,Co. Kerry,51.76,-10.12,V535580,4037,2013_086,Vinny Hyland, NO
943,08/05/2013,2013,common dolphin,Delphinus delphis,Iniskea Islands,Co. Mayo,54.12,-10.21,F558212,4093,L2013_009,David Cabot, YES
944,03/05/2013,2013,dolphin species,dolphin species,Downings,Co. Donegal,55.19,-7.83,C106381,4035,L2013_004,Paul Quinn, YES
945,24/04/2013,2013,common dolphin,Delphinus delphis,Blacksod Bay,Co. Mayo,54.1,-10.06,F653186,4021,2013_074,Simon Berrow, NO
946,24/04/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Doonlaughan Bay Ballyconneely,Co. Galway,53.44,-10.14,L575456,4022,2013_075,Dermot Breen (NPWS), NO
947,24/04/2013,2013,Risso's dolphin,Grampus griseus,Rossbeigh,Co. Kerry,52.06,-9.98,V645915,4024,2013_076,Paddy Fenton -  Sean O'Callaghan, NO
948,21/04/2013,2013,common dolphin,Delphinus delphis,Inishmor Aran Islands,Co. Galway,53.12,-9.67,L882087,4036,L2013_003,Ronan Mac Giollapharaic, YES
949,19/04/2013,2013,common dolphin,Delphinus delphis,Maharees,Co. Kerry,52.31,-10.02,Q624192,4029,2013_081,Nick Massett, YES
950,18/04/2013,2013,common dolphin,Delphinus delphis,Schull,Co. Cork,51.53,-9.54,V935318,4020,2013_073,Declan O'Donnell (DAHG) -  Peter McDonnell, NO
951,04/04/2013,2013,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.14,-9.98,Q644003,4019,2013_072,Darragh Elbel, NO
952,30/03/2013,2013,common dolphin,Delphinus delphis,Whitehead,Co. Antrim,54.76,-5.7,J480924,4017,N.I.2013_,Rebecca Enlander -  David Withers -  Ian Enlander, NO
953,28/03/2013,2013,common dolphin,Delphinus delphis,Garryvoe Ballycotton Bay,Co. Cork,51.86,-8,X000671,4018,2013_071,John O'Sullivan, NO
954,27/03/2013,2013,harbour porpoise,Phocoena phocoena,Ardmore Bay,Co. Waterford,51.96,-7.72,X193781,4015,2013_069,Andrew Malcolm, NO
955,27/03/2013,2013,common dolphin,Delphinus delphis,Inishmor Aran Islands,Co. Galway,53.13,-9.67,L883103,4016,2013_070,Ronan Mac Giollapharaic, NO
956,26/03/2013,2013,striped dolphin,Stenella coeruleoalba,Fenit Tralee Bay,Co. Kerry,52.27,-9.87,Q724153,4023,L2013_001,Ger O'Donnell (RNLI), YES
957,25/03/2013,2013,bottlenose dolphin,Tursiops truncatus,Whitehead,Co. Antrim,54.75,-5.71,J477918,4014,N.I.2013_,Tina and Ian Enlander -  Philip Reid -  David Turnbull, NO
958,20/03/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Minard Head Dingle Bay,Co. Kerry,52.12,-10.15,V530984,4011,2013_066,Mark Callanan -  Oliver Kiely (NPWS) -  Marie Fitzgerald, NO
959,20/03/2013,2013,striped dolphin,Stenella coeruleoalba,Ballycroy Westport,Co. Mayo,54.07,-9.89,F764148,4012,2013_067,Irene O'Brien (NPWS), NO
960,19/03/2013,2013,white-beaked dolphin,Lagenorhynchus albirostris,Inishowen Peninsula,Co. Donegal,55.32,-7.34,C419530,4008,2013_064,Katie Magowan -  Emmet Johnston (DAHG) -  Sean Maguire, YES
961,18/03/2013,2013,sperm whale,Physeter macrocephalus ,Fermoyle,Co. Kerry,52.24,-10.14,Q540124,4006,2013_062,MRCC -  Michael Scallon -  Nick Massett -  Louise Overy -  Sandra Macdonnell -  John Kiernan -  Nora Flynn., NO
962,18/03/2013,2013,common dolphin,Delphinus delphis,Pilmore Strand Youghal,Co. Cork,51.91,-7.88,X082730,4007,2013_063,Sean Holt, NO
963,16/03/2013,2013,common or striped dolphin,common or Stenella coeruleoalba,Coney Island Sligo Bay,Co. Sligo,54.29,-8.6,G613381,4009,2013_065,Trevor Hunter -  Don Cotton, NO
964,15/03/2013,2013,common dolphin,Delphinus delphis,Howth,Co. Dublin,53.39,-6.07,O285396,4005,2013_061,Fiacc O'Brolchain -  Tony Jordan -  Niall Harmey, NO
965,11/03/2013,2013,harbour porpoise,Phocoena phocoena,Fountainstown,Co. Cork,51.77,-8.32,W781574,4013,2013_068,Andrew O'Riordan, NO
966,06/03/2013,2013,bottlenose dolphin,Tursiops truncatus,Rossbeigh,Co. Kerry,52.05,-9.99,V638906,4001,2013_059,Naoise Moriarty -  Mick O'Connell, NO
967,03/03/2013,2013,common dolphin,Delphinus delphis,Fountainstown,Co. Cork,51.78,-8.3,W796583,3999,2013_058,Colette O'Sullivan -  Myrtle Parker -  Ger Healy, NO
968,03/03/2013,2013,striped dolphin,Stenella coeruleoalba,Achill Island,Co. Mayo,54.03,-9.98,F704106,4002,2013_060,Cathy Lynchehaun, NO
969,01/03/2013,2013,harbour porpoise,Phocoena phocoena,Dungarvan Bay,Co. Waterford,52.05,-7.58,X290888,3998,2013_057,Muireann Ni Mhurchadha -  Stephen McCormack -  Eugenie Regan., NO
970,24/02/2013,2013,common dolphin,Delphinus delphis,Union Hall,Co. Cork,51.55,-9.169,W189332,3993,2013_052,William Helps -  Tony Glaze -  Michael Purcell, NO
971,24/02/2013,2013,common dolphin,Delphinus delphis,Ardmore Bay,Co. Waterford,51.95,-7.72,X194777,3996,2013_055,Shazia Waheed -  Andrew Malcolm -  Patrick O'Donnell, NO
972,23/02/2013,2013,pilot whale,Globicephala melas,Lettermullen,Co. Galway,53.26,-9.75,L832241,3997,2013_056,Padraic de Bhaldraithe, NO
973,21/02/2013,2013,bottlenose dolphin,Tursiops truncatus,Inchydoney,Co. Cork,51.6,-8.85,W409388,3992,2013_051,Eamon Connolly -  Gema Hernandez-Milian -  Anneli Englund -  Milaja Bennett -  Chris Bennett -  Dan Crowley (Cork Co. Co. vet)., NO
974,21/02/2013,2013,harbour porpoise,Phocoena phocoena,Ardmore Bay,Co. Waterford,51.95,-7.72,X193779,3995,2013_054,Shazia Waheed -  Andrew Malcolm -  Patrick O'Donnell, NO
975,20/02/2013,2013,common dolphin,Delphinus delphis,Clogher Head Slea Head Peninsula,Co. Kerry,52.16,-10.46,Q316033,3987,2013_046,Nick Massett -  Cliona Rogan, NO
976,20/02/2013,2013,striped dolphin,Stenella coeruleoalba,Mountcharles Donegal Bay,Co. Donegal,54.64,-8.19,G879767,3988,2013_047,Mark Willis -  Michael Gallagher, NO
977,20/02/2013,2013,bottlenose dolphin,Tursiops truncatus,Union Hall,Co. Cork,51.53,-9.14,W212315,3989,2013_048,Wendy Slocum -  Colin Barnes -  Calvin Jones -  Gema Hernandez-Milian -  Emer Rogan, NO
978,20/02/2013,2013,harbour porpoise,Phocoena phocoena,Kilmurrin Cove/Trabeg Nr. Dunbrattin Hd.,Co. Waterford,52.14,-7.32,X465987,3991,2013_050,Charlie Stewart-Liberty -  Stephen McCormack -  Clare Scott, NO
979,18/02/2013,2013,pilot whale,Globicephala melas,Annagh Head Mullet Peninsula,Co. Mayo,54.25,-10.09,F636352,3994,2013_053,Dave Suddaby, NO
980,10/02/2013,2013,common dolphin,Delphinus delphis,Keem Achill Island,Co. Mayo,53.97,-10.19,F561043,3984,2013_044,Gerard Halpin -  John O'Shea -  Dave Langford, NO
981,10/02/2013,2013,harbour porpoise,Phocoena phocoena,Dungarvan Bay,Co. Waterford,52.07,-7.61,X270912,3986,2013_045,Dave Walsh -  Andrew Malcolm -  John Fraher, NO
982,07/02/2013,2013,harbour porpoise,Phocoena phocoena,Lough Foyle,Co. Derry,55.06,-7.15,C545243,3985,N.I.2013_,Ian Irvine -  Tracy Platt (NIEA), NO
983,06/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.18,-10.09,F637280,3970,2013_030,Irene O'Brien (DAHG), NO
984,06/02/2013,2013,common dolphin,Delphinus delphis,Louisburgh,Co. Mayo,53.67,-9.91,L740708,3981,2013_041,Eoin McGreal (DAHG), NO
985,06/02/2013,2013,pilot whale,Globicephala melas,Ballyheigue,Co. Kerry,52.36,-9.84,Q748249,3982,2013_042,David O'Connor, NO
986,05/02/2013,2013,pilot whale,Globicephala melas,Cuas Crome Harbour Nr. Valentia Isl.,Co. Kerry,51.96,-10.27,V444816,4121,2013_027,Paddy Fenton -  Rosemary Hill, NO
987,05/02/2013,2013,common dolphin,Delphinus delphis,White Strand Caherciveen,Co. Kerry,51.94,-10.28,V436792,3964,2013_025,Paddy Fenton/Kerry Co. Co. -  Rosemary Hill, NO
988,05/02/2013,2013,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Ballyheigue,Co. Kerry,52.38,-9.84,Q749273,3965,2013_016,Mick O'Clery -  Brendan Kirwan -  Richard Hartnett -  Graham Johnston, NO
989,05/02/2013,2013,pilot whale,Globicephala melas,Cuas Crome Harbour Nr. Valentia Isl.,Co. Kerry,51.96,-10.27,V443816,3966,2013_026,Paddy Fenton/Kerry Co. Co. -  Rosemary Hill, NO
990,05/02/2013,2013,common dolphin,Delphinus delphis,Cuas Crome Harbour Nr. Valentia Isl.,Co. Kerry,51.96,-10.26,V444816,3968,2013_028,Paddy Fenton/Kerry Co. Co. -  Rosemary Hill, NO
991,05/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.2,-10.1,F632299,3969,2013_029,Irene O'Brien (DAHG), NO
992,05/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.1,-10.06,F651185,3971,2013_031,Irene O'Brien (DAHG), NO
993,05/02/2013,2013,common dolphin,Delphinus delphis,Bundoran,Co. Donegal,54.48,-8.28,G818589,3983,2013_043,Marty Granaghan -  Conor Mallon -  Patricia Mc Cafferty, NO
994,04/02/2013,2013,harbour porpoise,Phocoena phocoena,Murvagh Strand,Co. Donegal,54.62,-8.17,G891742,3958,2013_019,Martyn Gallagh, NO
995,04/02/2013,2013,pilot whale,Globicephala melas,Kilkee,Co. Clare,52.68,-9.65,Q883600,3990,2013_049,Russell Williamson -  Simon Berrow -  Frances Bermingham, NO
996,02/02/2013,2013,common dolphin,Delphinus delphis,Tramore,Co. Waterford,52.16,-7.15,S586010,3957,2013_018,Ally McMillan/Dingle Wildlife and Seal Sanctuary -  Clare Scott -  Charis Tully., NO
997,02/02/2013,2013,common dolphin,Delphinus delphis,Glencolumcille,Co. Donegal,54.71,-8.75,G519848,3959,2013_020,Grainne Gillespie -  Sean Mac Fhionnghaile, NO
998,02/02/2013,2013,common dolphin,Delphinus delphis,Mulranny Clew Bay,Co. Mayo,53.9,-9.77,L838958,3960,2013_021,Daria Blackwell -  Joanne Jennings, NO
999,02/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.1,-10.12,F615183,3961,2013_022,Irene O'Brien (DAHG), NO
1000,02/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.11,-10.12,F612201,3962,2013_023,Irene O'Brien (DAHG), NO
1001,02/02/2013,2013,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.15,-10.11,F625245,3963,2013_024,Irene O'Brien (DAHG), NO
1002,01/02/2013,2013,harbour porpoise,Phocoena phocoena,Furbogh Nr. Barna,Co. Galway,53.25,-9.22,M185225,3956,2013_017,Helga Gleeson -  Tony O'Callaghan, NO
1003,01/02/2013,2013,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Dooega Achill Island,Co. Mayo,53.92,-10.03,F669988,3980,2013_040,Cameron Clotworthy (DAHG), NO
1004,31/01/2013,2013,common dolphin,Delphinus delphis,Waterville,Co. Kerry,51.79,-10.18,V495617,3954,2013_014,Rosemary Hill, NO
1005,31/01/2013,2013,pilot whale,Globicephala melas,Kinard Dingle,Co. Kerry,52.12,-10.21,V488988,3955,2013_015,Nick Massett, NO
1006,31/01/2013,2013,common dolphin,Delphinus delphis,Keel Beach Achill Island,Co. Mayo,53.97,-10.06,F646043,3976,2013_036,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1007,30/01/2013,2013,common dolphin,Delphinus delphis,Keel Beach Achill Island,Co. Mayo,53.96,-10.05,F658031,3972,2013_032,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Catherine Lynchehaun, NO
1008,30/01/2013,2013,common dolphin,Delphinus delphis,Keel Beach Achill Island,Co. Mayo,53.96,-10.05,F657030,3973,2013_033,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Catherine Lynchehaun, NO
1009,30/01/2013,2013,common dolphin,Delphinus delphis,Keel Beach Achill Island,Co. Mayo,53.97,-10.07,F640046,3974,2013_034,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1010,30/01/2013,2013,common dolphin,Delphinus delphis,Keel Beach Achill Island,Co. Mayo,53.97,-10.06,F646040,3975,2013_035,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1011,30/01/2013,2013,common dolphin,Delphinus delphis,Keem Achill Island,Co. Mayo,53.97,-10.19,F560042,3977,2013_037,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1012,30/01/2013,2013,common dolphin,Delphinus delphis,Dooagh Achill Island,Co. Mayo,53.97,-10.12,F607047,3978,2013_038,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1013,30/01/2013,2013,common dolphin,Delphinus delphis,Dooagh Achill Island,Co. Mayo,53.97,-10.13,F606047,3979,2013_039,Cameron Clotworthy (DAHG) -  Ann Bowen -  Patrick Barrett -  Catherine Noonan -  Cathy Lynchehaun, NO
1014,27/01/2013,2013,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.16,-7.14,S588009,3953,2013_013,Clare Scott -  Johnny Woodlock -  Grace O'Sullivan -  Danny Dunne -  Anne Catherine -  Ciaran Kehoe -  Irish Seal Sanctuary, NO
1015,22/01/2013,2013,harbour porpoise,Phocoena phocoena,Ardmore Bay,Co. Waterford,51.96,-7.71,X201791,3952,2013_012,Andrew Malcolm, NO
1016,20/01/2013,2013,harbour porpoise,Phocoena phocoena,Waterford Harbour,Co. Waterford,52.17,-6.97,S705025,3950,2013_010,MRCC -  Paddy Roche -  Deirdre Slevin, NO
1017,18/01/2013,2013,common dolphin,Delphinus delphis,Hook Head,Co. Wexford,52.15,-6.92,X743998,3949,2013_009,David Furlong -  Kevin Groves -  Deirdre Slevin, NO
1018,18/01/2013,2013,common dolphin,Delphinus delphis,Garryvoe Ballycotton Bay,Co. Cork,51.86,-7.99,X003676,3951,2013_011,Barry Christy -  Gema Hernandez-Milian -  Ruben Lopez-Barga -  Sue Lowe., NO
1019,13/01/2013,2013,common dolphin,Delphinus delphis,Ballybrannigan Strand,Co. Cork,51.8,-8.14,W905608,3948,2013_008,Sharon Casey, NO
1020,12/01/2013,2013,common dolphin,Delphinus delphis,Ardmore Bay,Co. Waterford,51.95,-7.72,X194775,3947,2013_007,Andrew Malcolm -  John King -  Martina Fahey -  Dermot Twomey, NO
1021,10/01/2013,2013,pilot whale,Globicephala melas,Inch Dingle Bay,Co. Kerry,52.14,-10.05,Q597001,3945,2013_005,Rob O' Foghlu -  Nick Massett -  Sean O'Callaghan Paddy Fenton., NO
1022,08/01/2013,2013,pilot whale,Globicephala melas,Gorumna Island,Co. Galway,53.25,-9.64,L904232,3946,2013_006,Dermot Breen (NPWS), NO
1023,07/01/2013,2013,common dolphin,Delphinus delphis,Ventry,Co. Kerry,52.13,-10.36,Q382002,3942,2013_003,Nick Massett, NO
1024,07/01/2013,2013,harbour porpoise,Phocoena phocoena,Portrush,Co. Antrim,55.21,-6.65,C860408,3943,N.I.2013_,Alison Archer/NIEA, NO
1025,07/01/2013,2013,harbour porpoise,Phocoena phocoena,Doughmore Doonbeg,Co. Clare,52.75,-9.5,Q987675,3944,2013_004,Kilrush Town Council -  Simon Berrow, NO
1026,04/01/2013,2013,harbour porpoise,Phocoena phocoena,Ballyteige Kilmore Quay,Co. Wexford,52.19,-6.63,S939054,3940,2013_002,Alan Hinchy, NO
1027,01/01/2013,2013,harbour porpoise,Phocoena phocoena,Kilkee,Co. Clare,52.68,-9.65,Q884601,3936,2013_001,Kane Roche -  Simon Berrow, NO
1028,31/12/2012,2012,common dolphin,Delphinus delphis,Kinvara Bay,Co. Galway,53.16,-8.96,M360125,3935,2012_159,Sabine Springer, YES
1029,31/12/2012,2012,common dolphin,Delphinus delphis,Ownahincha,Co. Cork,51.57,-9,W306352,3941,2012_161,Ann Donnelly -  Noel Bracken -  Pdraig Whooley -  IWDG, NO
1030,30/12/2012,2012,common dolphin,Delphinus delphis,Rossbeigh,Co. Kerry,52.07,-9.98,V646923,3931,2012_155,Sean and John O'Callaghan, NO
1031,30/12/2012,2012,common dolphin,Delphinus delphis,Inishmor Aran Islands,Co. Galway,53.12,-9.67,L882088,3934,2012_158,Ronan Mac Giollapharaic, YES
