"","X","S.W.No.","Name.Current.Sci","Name.Common","Latitude","Longitude","County","Year","Date"
"15485",18087,"SW2013/108","Phocoena phocoena","Harbour porpoise",51.39,1.37,"Kent",2013,"20/03/2013"
"15486",18089,"2013/067","Stenella coeruleoalba","striped dolphin",54.07,-9.89,"Co. Mayo",2013,"20/03/2013"
"15487",18090,"SW2013/116","Phocoena phocoena","Harbour porpoise",51.18027778,1.4047222,"Kent",2013,"22/03/2013"
"15488",18091,"SW2013/155","Phocoena phocoena","Harbour porpoise",56.06333333,-3.1875,"Fife",2013,"22/03/2013"
"15489",18092,"SW2013/156","Phocoena phocoena","Harbour porpoise",56.01638889,-3.6161111,"Falkirk",2013,"22/03/2013"
"15490",18093,"SW2013/157","Phocoena phocoena","Harbour porpoise",56.05416667,-3.2869444,"Fife",2013,"22/03/2013"
"15491",18094,"SW2013/158","Phocoena phocoena","Harbour porpoise",55.95805556,-3.1155556,"City of Edinburgh",2013,"22/03/2013"
"15492",18095,"SW2013/162","Phocoena phocoena","Harbour porpoise",57.62944444,-1.8702778,"Aberdeenshire",2013,"23/03/2013"
"15493",18096,"SW2013/122","Phocoena phocoena","Harbour porpoise",50.56166667,-4.9275,"Cornwall",2013,"23/03/2013"
"15494",18097,"SW2013/125","Phocoena phocoena","Harbour porpoise",52.97527778,0.6355556,"Norfolk",2013,"24/03/2013"
"15495",18098,"SW2013/129","Phocoena phocoena","Harbour porpoise",50.34527778,-4.695,"Cornwall",2013,"24/03/2013"
"15496",18099,"SW2013/114","Megaptera novaeangliae","Humpback whale",51.44833333,0.7580556,"Kent",2013,"24/03/2013"
"15497",18100,"SW2013/163","Phocoena phocoena","Harbour porpoise",56.49555556,-2.7155556,"Angus",2013,"24/03/2013"
"15498",18101,"SW2013/164","Phocoena phocoena","Harbour porpoise",57.75333333,-3.9130556,"Highland",2013,"24/03/2013"
"15499",18103,"SW2013/165","Phocoena phocoena","Harbour porpoise",57.70027778,-4.1386111,"Highland",2013,"25/03/2013"
"15500",18104,"SW2013/115","Phocoena phocoena","Harbour porpoise",51.18555556,1.4063889,"Kent",2013,"25/03/2013"
"15501",18105,"SW2013/123","Delphinus delphis","Short-beaked common dolphin",50.14333333,-5.0686111,"Cornwall",2013,"25/03/2013"
"15502",18106,"N.I.2013/","Tursiops truncatus","bottlenose dolphin",54.75,-5.71,"Co. Antrim",2013,"25/03/2013"
"15503",18107,"SW2013/124","Phocoena phocoena","Harbour porpoise",52.4539,1.7305,"Suffolk",2013,"26/03/2013"
"15504",18108,"SW2013/126","Phocoena phocoena","Harbour porpoise",53.18805556,0.3566667,"Lincolnshire",2013,"26/03/2013"
"15505",18109,"SW2013/166","Phocoena phocoena","Harbour porpoise",57.71972222,-3.3858333,"Moray",2013,"26/03/2013"
"15506",18110,"L2013/001","Stenella coeruleoalba","striped dolphin",52.27,-9.87,"Co. Kerry",2013,"26/03/2013"
"15507",18111,"SW2013/167","Phocoena phocoena","Harbour porpoise",56.34944444,-2.805,"Fife",2013,"27/03/2013"
"15508",18112,"SW2013/168","Phocoena phocoena","Harbour porpoise",57.21805556,-2.0572222,"Aberdeenshire",2013,"27/03/2013"
"15509",18113,"SW2013/169","Phocoena phocoena","Harbour porpoise",57.21805556,-2.0588889,"Aberdeenshire",2013,"27/03/2013"
"15510",18114,"SW2013/170","Phocoena phocoena","Harbour porpoise",56.35305556,-2.8083333,"Fife",2013,"27/03/2013"
"15511",18115,"2013/069","Phocoena phocoena","harbour porpoise",51.96,-7.72,"Co. Waterford",2013,"27/03/2013"
"15512",18116,"2013/070","Delphinus delphis","common dolphin",53.13,-9.67,"Co. Galway",2013,"27/03/2013"
"15513",18117,"SW2013/171","Phocoena phocoena","Harbour porpoise",55.98111111,-2.44,"East Lothian",2013,"28/03/2013"
"15514",18118,"SW2013/172","Phocoena phocoena","Harbour porpoise",57.90305556,-4.0002778,"Highland",2013,"28/03/2013"
"15515",18119,"SW2013/127","Phocoena phocoena","Harbour porpoise",52.92472222,1.3241667,"Norfolk",2013,"28/03/2013"
"15516",18120,"2013/071","Delphinus delphis","common dolphin",51.86,-8,"Co. Cork",2013,"28/03/2013"
"15517",18121,"SW2013/142","Phocoena phocoena","Harbour porpoise",54.76222222,-1.2936111,"County Durham",2013,"29/03/2013"
"15518",18122,"SW2013/257","Phocoena phocoena","Harbour porpoise",52.70666667,1.7061111,"Norfolk",2013,"29/03/2013"
"15519",18123,"SW2013/258","Phocoena phocoena","Harbour porpoise",52.80111111,1.585,"Norfolk",2013,"30/03/2013"
"15520",18125,"SW2013/117","Phocoena phocoena","Harbour porpoise",51.44472222,0.755,"Kent",2013,"30/03/2013"
"15521",18126,"N.I.2013/","Delphinus delphis","common dolphin",54.76,-5.7,"Co. Antrim",2013,"30/03/2013"
"15522",18127,"SW2013/143","Phocoena phocoena","Harbour porpoise",54.55972222,-0.7883333,"North Yorkshire",2013,"31/03/2013"
"15523",18128,"SW2013/144","Phocoena phocoena","Harbour porpoise",53.70111111,-0.4572222,"Lincolnshire",2013,"01/04/2013"
"15524",18129,"SW2013/132","Phocoena phocoena","Harbour porpoise",50.81899,-0.140934,"Brighton and Hove",2013,"01/04/2013"
"15525",18130,"SW2013/256","Phocoena phocoena","Harbour porpoise",52.80111111,1.5863889,"Norfolk",2013,"01/04/2013"
"15526",18131,"SW2013/173","Phocoena phocoena","Harbour porpoise",56.06333333,-3.1827778,"Fife",2013,"03/04/2013"
"15527",18132,"SW2013/174","Phocoena phocoena","Harbour porpoise",56.10638889,-3.7966667,"Falkirk",2013,"03/04/2013"
"15528",18133,"SW2013/135","Delphinus delphis","Short-beaked common dolphin",50.34888889,-4.6952778,"Cornwall",2013,"03/04/2013"
"15529",18134,"SW2013/141","Phocoena phocoena","Harbour porpoise",54.04027778,-0.2141667,"East Riding of Yorkshire",2013,"03/04/2013"
"15530",18135,"SW2013/130","Phocoena phocoena","Harbour porpoise",52.942387,0.483055,"Norfolk",2013,"03/04/2013"
"15531",18136,"SW2013/131","Phocoena phocoena","Harbour porpoise",52.927038,1.318295,"Norfolk",2013,"04/04/2013"
"15532",18137,"SW2013/133","Phocoena phocoena","Harbour porpoise",50.766198,0.292253,"East Sussex",2013,"04/04/2013"
"15533",18138,"SW2013/134","Phocoena phocoena","Harbour porpoise",53.25861111,0.3288889,"Lincolnshire",2013,"04/04/2013"
"15534",18139,"SW2013/139","Phocoena phocoena","Harbour porpoise",54.63833333,-1.1672222,"Hartlepool",2013,"04/04/2013"
"15535",18140,"2013/072","Delphinus delphis","common dolphin",52.14,-9.98,"Co. Kerry",2013,"04/04/2013"
"15536",18141,"SW2013/175","Phocoena phocoena","Harbour porpoise",56.06333333,-3.1955556,"Fife",2013,"05/04/2013"
"15537",18142,"SW2013/136","Phocoena phocoena","Harbour porpoise",53.731803,0.034418,"East Riding of Yorkshire",2013,"08/04/2013"
"15538",18143,"SW2013/137","Phocoena phocoena","Harbour porpoise",54.93888889,-1.3655556,"Sunderland",2013,"08/04/2013"
"15539",18144,"SW2013/138","Phocoena phocoena","Harbour porpoise",51.39,1.4361111,"Kent",2013,"08/04/2013"
"15540",18145,"SW2013/160","Phocoena phocoena","Harbour porpoise",50.33416667,-4.1997222,"Cornwall",2013,"08/04/2013"
"15541",18146,"SW2013/159","Phocoena phocoena","Harbour porpoise",50.445907,-3.554941,"Devon",2013,"10/04/2013"
"15542",18147,"SW2013/176","Phocoena phocoena","Harbour porpoise",57.68222222,-4.0333333,"Highland",2013,"10/04/2013"
"15543",18148,"SW2013/177","Phocoena phocoena","Harbour porpoise",56.44777778,-2.8752778,"Fife",2013,"12/04/2013"
"15544",18149,"SW2013/205","Phocoena phocoena","Harbour porpoise",57.15333333,-2.0769444,"City of Aberdeen",2013,"12/04/2013"
"15545",18151,"SW2013/208","Phocoena phocoena","Harbour porpoise",56.12166667,-3.8505556,"Falkirk",2013,"12/04/2013"
"15546",18152,"SW2013/209","Phocoena phocoena","Harbour porpoise",55.99027778,-3.3969444,"City of Edinburgh",2013,"12/04/2013"
"15547",18153,"SW2013/196","Phocoena phocoena","Harbour porpoise",57.25305556,-2.0355556,"Aberdeenshire",2013,"12/04/2013"
"15548",18154,"SW2013/197","Phocoena phocoena","Harbour porpoise",56.12166667,-3.8505556,"Falkirk",2013,"12/04/2013"
"15549",18155,"SW2013/194","Phocoena phocoena","Harbour porpoise",57.255,-2.0338889,"Aberdeenshire",2013,"12/04/2013"
"15550",18156,"SW2013/150","Phocoena phocoena","Harbour porpoise",51.49722222,0.0377778,"Greater London",2013,"12/04/2013"
"15551",18157,"SW2013/207","Phocoena phocoena","Harbour porpoise",56.71861111,-2.4469444,"Angus",2013,"13/04/2013"
"15552",18158,"SW2013/212","Phocoena phocoena","Harbour porpoise",56.51472222,-2.6655556,"Angus",2013,"13/04/2013"
"15553",18159,"SW2013/210","Phocoena phocoena","Harbour porpoise",57.14166667,-2.0652778,"City of Aberdeen",2013,"14/04/2013"
"15554",18160,"SW2013/211","Phocoena phocoena","Harbour porpoise",57.15694444,-2.0769444,"City of Aberdeen",2013,"14/04/2013"
"15555",18161,"SW2013/149","Phocoena phocoena","Harbour porpoise",51.186199,1.40537,"Kent",2013,"14/04/2013"
"15556",18162,"SW2013/151","Phocoena phocoena","Harbour porpoise",50.79972222,-0.0394444,"East Sussex",2013,"14/04/2013"
"15557",18163,"SW2013/152","Lagenorhynchus albirostris","White-beaked dolphin",53.695,0.0772222,"East Riding of Yorkshire",2013,"14/04/2013"
"15558",18164,"SW2013/146","Phocoena phocoena","Harbour porpoise",51.00305556,0.9783333,"Kent",2013,"14/04/2013"
"15559",18165,"SW2013/147","Phocoena phocoena","Harbour porpoise",50.78111111,0.0475,"East Sussex",2013,"14/04/2013"
"15560",18166,"SW2013/148","Phocoena phocoena","Harbour porpoise",55.336635,-1.573963,"Northumberland",2013,"15/04/2013"
"15561",18167,"SW2013/161","Globicephala melas","Long-finned pilot whale",50.14722222,-5.0575,"Cornwall",2013,"15/04/2013"
"15562",18168,"SW2013/214","Phocoena phocoena","Harbour porpoise",55.9025,-5.2383333,"Argyll and Bute",2013,"16/04/2013"
"15563",18169,"SW2013/255","Phocoena phocoena","Harbour porpoise",52.974022,0.636327,"Norfolk",2013,"16/04/2013"
"15564",18170,"SW2013/215","Stenella coeruleoalba","Striped dolphin",60.20527778,-1.1819444,"Shetland",2013,"17/04/2013"
"15565",18171,"SW2013/216","Phocoena phocoena","Harbour porpoise",57.65888889,-4.1511111,"Highland",2013,"18/04/2013"
"15566",18172,"SW2013/229","Phocoena phocoena","Harbour porpoise",57.14166667,-2.0536111,"City of Aberdeen",2013,"18/04/2013"
"15567",18173,"SW2013/235","Tursiops truncatus","Bottlenose dolphin",56.07277778,-6.1802778,"Argyll and Bute",2013,"18/04/2013"
"15568",18174,"SW2013/179","Phocoena phocoena","Harbour porpoise",50.3925,-5.145,"Cornwall",2013,"18/04/2013"
"15569",18175,"SW2013/180","Phocoena phocoena","Harbour porpoise",54.11444444,-0.1266667,"East Riding of Yorkshire",2013,"18/04/2013"
"15570",18176,"2013/073","Delphinus delphis","common dolphin",51.53,-9.54,"Co. Cork",2013,"18/04/2013"
"15571",18177,"SW2013/217","Phocoena phocoena","Harbour porpoise",57.58944444,-3.8894444,"Highland",2013,"19/04/2013"
"15572",18178,"2013/081","Delphinus delphis","common dolphin",52.31,-10.02,"Co. Kerry",2013,"19/04/2013"
"15573",18179,"SW2013/218","Lagenorhynchus albirostris","White-beaked dolphin",57.40388889,-6.4927778,"Highland",2013,"20/04/2013"
"15574",18180,"SW2013/220","Phocoena phocoena","Harbour porpoise",57.68666667,-2.7472222,"Aberdeenshire",2013,"20/04/2013"
"15575",18181,"SW2013/224","Phocoena phocoena","Harbour porpoise",57.67055556,-2.5272222,"Aberdeenshire",2013,"20/04/2013"
"15576",18183,"SW2013/227","Phocoena phocoena","Harbour porpoise",57.19555556,-2.0686111,"Aberdeenshire",2013,"20/04/2013"
"15577",18184,"SW2013/228","Phocoena phocoena","Harbour porpoise",57.20722222,-2.0619444,"Aberdeenshire",2013,"20/04/2013"
"15578",18185,"SW2013/248","Phocoena phocoena","Harbour porpoise",52.64277778,1.7375,"Norfolk",2013,"21/04/2013"
"15579",18186,"SW2013/225","Lagenorhynchus albirostris","White-beaked dolphin",58.28805556,-6.2816667,"Western Isles",2013,"21/04/2013"
"15580",18188,"SW2013/219","Phocoena phocoena","Harbour porpoise",57.56666667,-4.1691667,"Highland",2013,"21/04/2013"
"15581",18189,"SW2013/184","Delphinus delphis","Short-beaked common dolphin",50.535,-5.0247222,"Cornwall",2013,"21/04/2013"
"15582",18190,"L2013/003","Delphinus delphis","common dolphin",53.12,-9.67,"Co. Galway",2013,"21/04/2013"
"15583",18191,"SW2013/238","Phocoena phocoena","Harbour porpoise",56.07194444,-6.1819444,"Argyll and Bute",2013,"22/04/2013"
"15584",18192,"SW2013/630.1","Phocoena phocoena","Harbour porpoise",55.328271,-1.560974,"Northumberland",2013,"22/04/2013"
"15585",18193,"SW2013/630.2","Phocoena phocoena","Harbour porpoise",55.328271,-1.560974,"Northumberland",2013,"22/04/2013"
"15586",18194,"SW2013/232","Tursiops truncatus","Bottlenose dolphin",56.02361111,-5.5697222,"Argyll and Bute",2013,"23/04/2013"
"15587",18195,"SW2013/186","Phocoena phocoena","Harbour porpoise",52.825,-4.6055556,"Gwynedd",2013,"23/04/2013"
"15588",18196,"SW2013/187","Phocoena phocoena","Harbour porpoise",52.91083333,-4.1866667,"Gwynedd",2013,"23/04/2013"
"15589",18197,"SW2013/192","Phocoena phocoena","Harbour porpoise",51.01777778,-4.2775,"Devon",2013,"24/04/2013"
"15590",18198,"SW2013/233","Phocoena phocoena","Harbour porpoise",57.68222222,-2.7402778,"Aberdeenshire",2013,"24/04/2013"
"15591",18199,"SW2013/231.1","Globicephala melas","Long-finned pilot whale",57.83361111,-3.8330556,"Highland",2013,"24/04/2013"
"15592",18200,"SW2013/231.2","Globicephala melas","Long-finned pilot whale",57.83361111,-3.8330556,"Highland",2013,"24/04/2013"
"15593",18201,"SW2013/223","Phocoena phocoena","Harbour porpoise",52.75194444,1.6652778,"Norfolk",2013,"24/04/2013"
"15594",18202,"SW2013/241","Phocoena phocoena","Harbour porpoise",56.33527778,-2.7802778,"Fife",2013,"24/04/2013"
"15595",18203,"2013/074","Delphinus delphis","common dolphin",54.1,-10.06,"Co. Mayo",2013,"24/04/2013"
"15596",18205,"2013/076","Grampus griseus","Risso's dolphin",52.06,-9.98,"Co. Kerry",2013,"24/04/2013"
"15597",18206,"SW2013/236","Phocoena phocoena","Harbour porpoise",57.09583333,-2.0783333,"City of Aberdeen",2013,"26/04/2013"
"15598",18207,"SW2013/234","Balaenoptera acutorostrata","Minke whale",57.35,-1.9277778,"Aberdeenshire",2013,"26/04/2013"
"15599",18208,"SW2013/185","Phocoena phocoena","Harbour porpoise",50.18972222,-5.4344444,"Cornwall",2013,"26/04/2013"
"15600",18209,"SW2013/188","Phocoena phocoena","Harbour porpoise",51.73194444,-4.6580556,"Pembrokeshire",2013,"27/04/2013"
"15601",18210,"SW2013/198","Phocoena phocoena","Harbour porpoise",52.60805556,-4.1213889,"Gwynedd",2013,"27/04/2013"
"15602",18211,"SW2013/231.3","Globicephala melas","Long-finned pilot whale",57.81805556,-3.9180556,"Highland",2013,"27/04/2013"
"15603",18212,"SW2013/237","Phocoena phocoena","Harbour porpoise",57.30611111,-1.9908333,"Aberdeenshire",2013,"27/04/2013"
"15604",18213,"SW2013/189","Phocoena phocoena","Harbour porpoise",50.80555556,-0.0719444,"East Sussex",2013,"28/04/2013"
"15605",18214,"SW2013/195","Phocoena phocoena","Harbour porpoise",52.78111111,1.5905556,"Norfolk",2013,"28/04/2013"
"15606",18215,"SW2013/482","Phocoena phocoena","Harbour porpoise",55.4575,-5.7133333,"Argyll and Bute",2013,"28/04/2013"
"15607",18216,"SW2013/190","Phocoena phocoena","Harbour porpoise",52.00638889,1.1975,"Suffolk",2013,"29/04/2013"
"15608",18218,"SW2013/200","Delphinus delphis","Short-beaked common dolphin",50.06472222,-5.4716667,"Cornwall",2013,"30/04/2013"
"15609",18220,"SW2013/199","Phocoena phocoena","Harbour porpoise",53.10361111,-4.3444444,"Gwynedd",2013,"30/04/2013"
"15610",18221,"SW2013/202","Phocoena phocoena","Harbour porpoise",52.45027778,1.7344444,"Suffolk",2013,"30/04/2013"
"15611",18222,"SW2013/203","Phocoena phocoena","Harbour porpoise",50.44888889,-3.5527778,"Devon",2013,"30/04/2013"
"15612",18223,"SW2013/204","Phocoena phocoena","Harbour porpoise",50.791164,0.331478,"East Sussex",2013,"01/05/2013"
"15613",18224,"SW2013/240","Phocoena phocoena","Harbour porpoise",56.01833333,-2.8622222,"East Lothian",2013,"01/05/2013"
"15614",18225,"SW2013/259","Phocoena phocoena","Harbour porpoise",54.22472222,-4.6927778,"Isle of Man",2013,"01/05/2013"
"15615",18226,"SW2013/263","Phocoena phocoena","Harbour porpoise",51.741018,0.93943,"Essex",2013,"02/05/2013"
"15616",18227,"SW2013/323","Phocoena phocoena","Harbour porpoise",52.76833333,-4.1055556,"Gwynedd",2013,"02/05/2013"
"15617",18228,"SW2013/242","Physeter macrocephalus","Sperm whale",60.63861111,-0.9808333,"Shetland",2013,"03/05/2013"
"15618",18229,"SW2013/243","Phocoena phocoena","Harbour porpoise",57.45611111,-7.4038889,"Western Isles",2013,"03/05/2013"
"15619",18232,"SW2013/222","Phocoena phocoena","Harbour porpoise",52.22055556,-4.3927778,"Ceredigion",2013,"04/05/2013"
"15620",18233,"SW2013/244","Delphinus delphis","Short-beaked common dolphin",50.35694444,-5.1525,"Cornwall",2013,"04/05/2013"
