,Name.Current.Sci,Name.Common,Latitude,Longitude,County,Year,Date
6266,Phocoena phocoena,Harbour porpoise,57.72215511,-3.318036073,Moray,1996,31/03/1996
6267,Phocoena phocoena,Harbour porpoise,57.21244164,-2.0579514,City of Aberdeen,1996,31/03/1996
6268,Phocoena phocoena,Harbour porpoise,60.22409757,-1.31400438,Shetland ,1996,01/04/1996
6269,Phocoena phocoena,Harbour porpoise,57.36917897,-7.412489383,Western Isles,1996,01/04/1996
6270,Phocoena phocoena,Harbour porpoise,50.00501826,-5.157168374,Cornwall,1996,02/04/1996
6271,Phocoena phocoena,Harbour porpoise,51.6597931,-4.711216057,Pembrokeshire,1996,04/04/1996
6272,Delphinus delphis,Short-beaked common dolphin,51.03989561,-4.343841202,Cornwall,1996,04/04/1996
6273,Balaenoptera acutorostrata,Minke whale,55.99767822,-3.414296931,City of Edinburgh,1996,04/04/1996
6274,Unknown,Short-beaked common dolphin/striped dolphin (indeterminate species) ,49.90703599,-6.300231483,Isles of Scilly,1996,07/04/1996
6275,Phocoena phocoena,Harbour porpoise,60.70328538,-0.867767095,Shetland ,1996,10/04/1996
6276,Lagenorhynchus acutus,Atlantic white-sided dolphin,57.38289098,-6.071846586,Highland,1996,10/04/1996
6277,Phocoena phocoena,Harbour porpoise,50.23419707,-4.853890648,Cornwall,1996,11/04/1996
6278,Phocoena phocoena,Harbour porpoise,57.26545787,-2.024871981,Aberdeenshire,1996,12/04/1996
6279,Phocoena phocoena,Harbour porpoise,51.50060559,-0.060579844,Greater London,1996,14/04/1996
6280,Unknown,Dolphin (indeterminate species),54.06284374,-0.20449322,East Riding of Yorkshire,1996,19/04/1996
6281,Unknown,Short-beaked common dolphin/striped dolphin (indeterminate species) ,50.11797128,-5.455655429,Cornwall,1996,22/04/1996
6282,Unknown,Cetacean (indeterminate species),52.58324999,-4.103498433,Gwynedd,1996,24/04/1996
6283,Phocoena phocoena,Harbour porpoise,58.59407901,-3.070202488,Highland,1996,25/04/1996
6284,Phocoena phocoena,Harbour porpoise,51.79034199,1.00188049,Essex,1996,26/04/1996
6285,Globicephala melas,Long-finned pilot whale,57.79262573,-5.577433383,Highland,1996,28/04/1996
6286,Unknown,Dolphin (indeterminate species),55.07084362,-1.447135314,North Tyneside,1996,29/04/1996
6287,Phocoena phocoena,Harbour porpoise,55.9193637,-4.944879828,Argyll and Bute,1996,29/04/1996
6288,Unknown,Cetacean (indeterminate species),51.63238086,-5.057923165,Pembrokeshire,1996,30/04/1996
6289,Phocoena phocoena,Harbour porpoise,57.72350755,-3.360065816,Moray,1996,02/05/1996
6290,Unknown,Dolphin (indeterminate species),54.98551852,-1.459248748,South Tyneside,1996,03/05/1996
6291,Lagenorhynchus albirostris,White-beaked dolphin,55.07264096,-1.447110532,North Tyneside,1996,03/05/1996
6292,Phocoena phocoena,Harbour porpoise,57.24568939,-2.039773868,Aberdeenshire,1996,03/05/1996
6293,Phocoena phocoena,Harbour porpoise,57.71006308,-3.438456681,Moray,1996,03/05/1996
6294,Unknown,Dolphin (indeterminate species),53.62820707,-0.177626357,North East Lincolnshire,1996,04/05/1996
6295,Tursiops truncatus,Bottlenose dolphin,57.70065358,-2.901084937,Moray,1996,06/05/1996
6296,Phocoena phocoena,Harbour porpoise,57.69342561,-4.001592058,Highland,1996,06/05/1996
6297,Grampus griseus,Risso's dolphin,58.22887381,-6.163342886,Western Isles,1996,06/05/1996
6298,Phocoena phocoena,Harbour porpoise,52.57267725,-4.091184594,Gwynedd,1996,06/05/1996
6299,Phocoena phocoena,Harbour porpoise,57.25108076,-2.036464702,Aberdeenshire,1996,07/05/1996
6300,Phocoena phocoena,Harbour porpoise,57.72483189,-3.319812679,Moray,1996,07/05/1996
6301,Phocoena phocoena,Harbour porpoise,50.41225306,-5.102517811,Cornwall,1996,08/05/1996
6302,Lagenorhynchus albirostris,White-beaked dolphin,56.00274991,-2.553266041,East Lothian,1996,11/05/1996
6303,Balaenoptera acutorostrata,Minke whale,50.8936,-1.4025,City of Southampton,1996,14/05/1996
6304,Phocoena phocoena,Harbour porpoise,57.68787239,-2.929284658,Moray,1996,14/05/1996
6305,Phocoena phocoena,Harbour porpoise,56.5225607,-6.952211612,Argyll and Bute,1996,14/05/1996
6306,Phocoena phocoena,Harbour porpoise,57.66658393,-3.010888498,Moray,1996,16/05/1996
6307,Unknown,Lagenorhynchus sp. (indeterminate species),53.65920798,0.123412606,East Riding of Yorkshire,1996,18/05/1996
6308,Phocoena phocoena,Harbour porpoise,54.62168858,-1.171339317,Stockton-on-Tees,1996,19/05/1996
6309,Phocoena phocoena,Harbour porpoise,51.64833273,-2.572417535,South Gloucestershire,1996,19/05/1996
6310,Delphinus delphis,Short-beaked common dolphin,51.64509019,-2.6750008,Monmouthshire,1996,21/05/1996
6311,Unknown,Cetacean (indeterminate species),51.42579169,0.831147023,Kent,1996,21/05/1996
6312,Balaenoptera acutorostrata,Minke whale,56.02959022,-3.373734915,Fife,1996,21/05/1996
6313,Phocoena phocoena,Harbour porpoise,57.25108076,-2.036464702,Aberdeenshire,1996,21/05/1996
6314,Phocoena phocoena,Harbour porpoise,55.1159815,-1.493551193,Northumberland,1996,22/05/1996
6315,Phocoena phocoena,Harbour porpoise,55.10114036,-1.490604086,Northumberland,1996,22/05/1996
6316,Phocoena phocoena,Harbour porpoise,57.69220801,-4.021661146,Highland,1996,22/05/1996
6317,Phocoena phocoena,Harbour porpoise,57.20255768,-2.06124654,City of Aberdeen,1996,23/05/1996
6318,Phocoena phocoena,Harbour porpoise,51.73249508,-4.869116203,Pembrokeshire,1996,25/05/1996
6319,Phocoena phocoena,Harbour porpoise,51.59669988,-4.295867096,Swansea,1996,26/05/1996
6320,Unknown,Cetacean (indeterminate species),52.58414847,-4.103541465,Gwynedd,1996,27/05/1996
6321,Phocoena phocoena,Harbour porpoise,55.14482195,-1.51358427,Northumberland,1996,28/05/1996
6322,Phocoena phocoena,Harbour porpoise,53.22997837,-4.14256611,Gwynedd,1996,30/05/1996
6323,Unknown,Dolphin (indeterminate species),56.02943628,-3.465211669,Fife,1996,31/05/1996
6324,Balaenoptera acutorostrata,Minke whale,58.87038249,-3.390916337,Orkney ,1996,31/05/1996
6325,Phocoena phocoena,Harbour porpoise,58.91412796,-2.781401277,Orkney ,1996,01/06/1996
6326,Phocoena phocoena,Harbour porpoise,60.22783944,-1.561276993,Shetland ,1996,01/06/1996
6327,Phocoena phocoena,Harbour porpoise,57.47781744,-7.376794432,Western Isles,1996,01/06/1996
6328,Delphinus delphis,Short-beaked common dolphin,59.00719522,-3.079516302,Orkney ,1996,02/06/1996
6329,Phocoena phocoena,Harbour porpoise,57.37350801,-7.41646109,Western Isles,1996,03/06/1996
6330,Unknown,Mysticete (indeterminate species),57.37179069,-7.414541191,Western Isles,1996,03/06/1996
6331,Phocoena phocoena,Harbour porpoise,50.73376666,-1.666966923,Hampshire,1996,04/06/1996
6332,Delphinus delphis,Short-beaked common dolphin,52.73489693,-4.070795155,Gwynedd,1996,07/06/1996
6333,Lagenorhynchus albirostris,White-beaked dolphin,58.46240513,-5.056899362,Highland,1996,07/06/1996
6334,Phocoena phocoena,Harbour porpoise,50.6046668,-2.122955311,Dorset,1996,09/06/1996
6335,Phocoena phocoena,Harbour porpoise,53.38228849,-3.225412265,Wirral,1996,09/06/1996
6336,Phocoena phocoena,Harbour porpoise,51.64231854,-4.804142582,Pembrokeshire,1996,12/06/1996
6337,Phocoena phocoena,Harbour porpoise,53.9282819,-2.997642052,Lancashire,1996,12/06/1996
6338,Delphinus delphis,Short-beaked common dolphin,57.82593231,-3.916302124,Highland,1996,12/06/1996
6339,Phocoena phocoena,Harbour porpoise,60.35548651,-0.945102112,Shetland ,1996,12/06/1996
6340,Phocoena phocoena,Harbour porpoise,56.20174773,-4.745557624,Argyll and Bute,1996,13/06/1996
6341,Lagenorhynchus albirostris,White-beaked dolphin,56.71959152,-6.577244111,Argyll and Bute,1996,14/06/1996
6342,Phocoena phocoena,Harbour porpoise,51.71608115,-4.688518688,Pembrokeshire,1996,15/06/1996
6343,Phocoena phocoena,Harbour porpoise,52.60724561,-4.119419677,Gwynedd,1996,17/06/1996
6344,Phocoena phocoena,Harbour porpoise,57.93675547,-5.196257253,Highland,1996,17/06/1996
6345,Tursiops truncatus,Bottlenose dolphin,57.53293134,-4.196614502,Highland,1996,17/06/1996
6346,Phocoena phocoena,Harbour porpoise,52.90743424,-4.319966774,Gwynedd,1996,17/06/1996
6347,Phocoena phocoena,Harbour porpoise,53.92825656,-3.000687776,Lancashire,1996,19/06/1996
6348,Phocoena phocoena,Harbour porpoise,55.02309039,-1.421198858,North Tyneside,1996,22/06/1996
6349,Phocoena phocoena,Harbour porpoise,57.67125976,-2.541548664,Aberdeenshire,1996,23/06/1996
6350,Phocoena phocoena,Harbour porpoise,55.02941069,-1.427366142,North Tyneside,1996,24/06/1996
6351,Phocoena phocoena,Harbour porpoise,52.53201685,-4.050912562,Ceredigion,1996,24/06/1996
6352,Phocoena phocoena,Harbour porpoise,53.79115212,-3.055112928,Blackpool,1996,25/06/1996
6353,Unknown,Cetacean (indeterminate species),51.38076271,1.281178589,Kent,1996,25/06/1996
6354,Lagenorhynchus albirostris,White-beaked dolphin,52.59676196,1.74142619,Norfolk,1996,26/06/1996
6355,Phocoena phocoena,Harbour porpoise,57.57147589,-4.041720925,Highland,1996,27/06/1996
6356,Grampus griseus,Risso's dolphin,56.97349151,-7.527861723,Western Isles,1996,27/06/1996
6357,Grampus griseus,Risso's dolphin,51.73263819,-5.211008075,Pembrokeshire,1996,29/06/1996
6358,Phocoena phocoena,Harbour porpoise,52.52826925,-4.059584643,Ceredigion,1996,30/06/1996
6359,Phocoena phocoena,Harbour porpoise,51.76944413,-5.113580368,Pembrokeshire,1996,01/07/1996
6360,Phocoena phocoena,Harbour porpoise,53.53555099,-3.087982435,Sefton,1996,02/07/1996
6361,Globicephala melas,Long-finned pilot whale,60.70328538,-0.867767095,Shetland ,1996,02/07/1996
6362,Delphinus delphis,Short-beaked common dolphin,50.08920292,-5.688539035,Cornwall,1996,04/07/1996
6363,Unknown,Cetacean (indeterminate species),55.43295759,-4.712471135,South Ayrshire,1996,05/07/1996
6364,Phocoena phocoena,Harbour porpoise,57.58282107,-4.062432521,Highland,1996,05/07/1996
6365,Grampus griseus,Risso's dolphin,57.1532436,-7.41063421,Western Isles,1996,05/07/1996
6366,Phocoena phocoena,Harbour porpoise,52.49060835,-4.053404553,Ceredigion,1996,06/07/1996
6367,Phocoena phocoena,Harbour porpoise,52.39916249,-4.088849136,Ceredigion,1996,07/07/1996
6368,Phocoena phocoena,Harbour porpoise,54.55476073,-3.589708009,Cumbria,1996,09/07/1996
6369,Unknown,Cetacean (indeterminate species),60.48165518,-1.810769712,Shetland ,1996,09/07/1996
6370,Phocoena phocoena,Harbour porpoise,52.4153617,-4.088144098,Ceredigion,1996,10/07/1996
6371,Phocoena phocoena,Harbour porpoise,54.59949628,-3.671959283,Cumbria,1996,10/07/1996
6372,Phocoena phocoena,Harbour porpoise,57.4582621,-6.744474616,Highland,1996,12/07/1996
6373,Lagenorhynchus acutus,Atlantic white-sided dolphin,60.27232933,-1.117733928,Shetland ,1996,12/07/1996
6374,Phocoena phocoena,Harbour porpoise,56.93071493,-5.867768251,Highland,1996,14/07/1996
6375,Phocoena phocoena,Harbour porpoise,54.0008524,-0.207162884,East Riding of Yorkshire,1996,16/07/1996
6376,Stenella coeruleoalba,Striped dolphin,51.86843504,-5.341286942,Pembrokeshire,1996,16/07/1996
6377,Grampus griseus,Risso's dolphin,58.53578984,-5.070164579,Highland,1996,16/07/1996
6378,Phocoena phocoena,Harbour porpoise,53.73919963,-0.329022198,City of Kingston upon Hull,1996,18/07/1996
6379,Unknown,Cetacean (indeterminate species),53.35342789,-3.39738755,Denbighshire,1996,18/07/1996
6380,Phocoena phocoena,Harbour porpoise,53.62218466,-3.050893925,Sefton,1996,19/07/1996
6381,Unknown,Lagenorhynchus sp. (indeterminate species),56.02622743,-3.35275304,Fife,1996,19/07/1996
6382,Phocoena phocoena,Harbour porpoise,57.26332412,-7.425149202,Western Isles,1996,20/07/1996
6383,Phocoena phocoena,Harbour porpoise,54.09203108,-0.172646295,East Riding of Yorkshire,1996,20/07/1996
6384,Unknown,Odontocete (indeterminate species),56.05960244,-3.255944717,Fife,1996,20/07/1996
6385,Unknown,Odontocete (indeterminate species),57.10807633,-7.288246428,Western Isles,1996,21/07/1996
6386,Phocoena phocoena,Harbour porpoise,51.64451692,-4.862109409,Pembrokeshire,1996,22/07/1996
6387,Phocoena phocoena,Harbour porpoise,54.0583972,-0.207741211,East Riding of Yorkshire,1996,23/07/1996
6388,Phocoena phocoena,Harbour porpoise,54.4829919,-0.463097364,North Yorkshire,1996,25/07/1996
6389,Unknown,Cetacean (indeterminate species),60.69871902,-0.858767863,Shetland ,1996,25/07/1996
6390,Phocoena phocoena,Harbour porpoise,53.44247913,-3.040430774,Wirral,1996,26/07/1996
6391,Unknown,Odontocete (indeterminate species),53.57683951,-3.09508435,Sefton,1996,27/07/1996
6392,Lagenorhynchus albirostris,White-beaked dolphin,57.3294303,-7.394977839,Western Isles,1996,28/07/1996
6393,Grampus griseus,Risso's dolphin,57.16501316,-7.409044769,Western Isles,1996,28/07/1996
6394,Unknown,Mysticete (indeterminate species),50.09431684,-5.372830122,Cornwall,1996,29/07/1996
6395,Globicephala melas,Long-finned pilot whale,56.52902073,-6.948171842,Argyll and Bute,1996,29/07/1996
6396,Mesoplodon bidens,Sowerby's beaked whale,57.19767798,-7.423782359,Western Isles,1996,29/07/1996
6397,Unknown,Dolphin (indeterminate species),57.60657886,-7.541735628,Western Isles,1996,29/07/1996
6398,Lagenorhynchus acutus,Atlantic white-sided dolphin,57.20214986,-7.424439939,Western Isles,1996,30/07/1996
6399,Phocoena phocoena,Harbour porpoise,53.47840498,-3.044323531,Sefton,1996,31/07/1996
6400,Phocoena phocoena,Harbour porpoise,54.8638097,-3.795083786,Dumfries and Galloway,1996,01/08/1996
6401,Grampus griseus,Risso's dolphin,57.12511968,-7.39493597,Western Isles,1996,01/08/1996
6402,Balaenoptera acutorostrata,Minke whale,60.1711635,-1.531392842,Shetland ,1996,04/08/1996
6403,Phocoena phocoena,Harbour porpoise,54.61354635,-3.562262569,Cumbria,1996,05/08/1996
6404,Globicephala melas,Long-finned pilot whale,59.12259552,-3.324249697,Orkney ,1996,05/08/1996
6405,Phocoena phocoena,Harbour porpoise,52.45992572,1.744527129,Suffolk,1996,06/08/1996
6406,Phocoena phocoena,Harbour porpoise,51.7331192,-4.486734618,Carmarthenshire,1996,10/08/1996
6407,Globicephala melas,Long-finned pilot whale,57.6345534,-7.499018134,Western Isles,1996,11/08/1996
6408,Balaenoptera acutorostrata,Minke whale,56.44371196,-6.495236839,Argyll and Bute,1996,12/08/1996
6409,Stenella coeruleoalba,Striped dolphin,50.21430733,-5.483649828,Cornwall,1996,13/08/1996
6410,Unknown,Mysticete (indeterminate species),60.12091932,-1.33234894,Shetland ,1996,14/08/1996
6411,Balaenoptera acutorostrata,Minke whale,54.2345,-5.8325,Antrim,1996,15/08/1996
6412,Phocoena phocoena,Harbour porpoise,51.70959463,-4.69682074,Pembrokeshire,1996,18/08/1996
6413,Phocoena phocoena,Harbour porpoise,51.5880853,-3.811762193,Neath Port Talbot,1996,18/08/1996
6414,Unknown,Odontocete (indeterminate species),52.00872775,1.436283476,Suffolk,1996,19/08/1996
6415,Lagenorhynchus albirostris,White-beaked dolphin,58.48313535,-3.1234302,Highland,1996,21/08/1996
6416,Phocoena phocoena,Harbour porpoise,54.03061416,-0.213517757,East Riding of Yorkshire,1996,22/08/1996
6417,Lagenorhynchus albirostris,White-beaked dolphin,56.03734239,-3.690256536,Falkirk,1996,23/08/1996
6418,Phocoena phocoena,Harbour porpoise,52.78434642,-4.122085643,Gwynedd,1996,25/08/1996
6419,Lagenorhynchus albirostris,White-beaked dolphin,56.04632149,-3.554163919,Fife,1996,25/08/1996
6420,Globicephala melas,Long-finned pilot whale,54.22526329,-4.698322642,Isle of Man,1996,27/08/1996
6421,Phocoena phocoena,Harbour porpoise,54.62386031,-0.221076604,At sea,1996,27/08/1996
6422,Globicephala melas,Long-finned pilot whale,49.21175521,-2.225643242,Jersey,1996,28/08/1996
6423,Unknown,Dolphin (indeterminate species),55.99573387,-3.427054355,City of Edinburgh,1996,28/08/1996
6424,Hyperoodon ampullatus,Northern bottlenose whale,51.67273422,-4.696076154,Pembrokeshire,1996,30/08/1996
6425,Phocoena phocoena,Harbour porpoise,57.30582031,-7.399825399,Western Isles,1996,30/08/1996
6426,Phocoena phocoena,Harbour porpoise,53.38019662,0.237322017,Lincolnshire,1996,31/08/1996
6427,Lagenorhynchus albirostris,White-beaked dolphin,55.98091628,-3.216526538,City of Edinburgh,1996,31/08/1996
6428,Phocoena phocoena,Harbour porpoise,57.46154595,-7.399450323,Western Isles,1996,01/09/1996
6429,Phocoena phocoena,Harbour porpoise,51.52863339,-3.758935721,Bridgend,1996,03/09/1996
6430,Lagenodelphis hosei,Fraser's dolphin,57.24300458,-7.437097416,Western Isles,1996,03/09/1996
6431,Phocoena phocoena,Harbour porpoise,57.42973875,-7.591669547,Western Isles,1996,03/09/1996
6432,Phocoena phocoena,Harbour porpoise,59.20479354,-2.68295757,Orkney ,1996,03/09/1996
6433,Phocoena phocoena,Harbour porpoise,56.33848383,-2.781365168,Fife,1996,05/09/1996
6434,Unknown,Dolphin (indeterminate species),57.66217761,-7.098504247,Western Isles,1996,05/09/1996
6435,Lagenorhynchus albirostris,White-beaked dolphin,54.89424196,-1.355995834,Sunderland,1996,06/09/1996
6436,Unknown,Cetacean (indeterminate species),56.45611359,-6.13931208,Argyll and Bute,1996,06/09/1996
6437,Phocoena phocoena,Harbour porpoise,51.23334722,-3.718282042,Devon,1996,08/09/1996
6438,Unknown,Lagenorhynchus sp. (indeterminate species),54.72914778,-1.248352439,Durham,1996,08/09/1996
6439,Unknown,Cetacean (indeterminate species),59.9977979,-1.159120586,Shetland ,1996,08/09/1996
6440,Unknown,Odontocete (indeterminate species),50.06830446,-5.078853852,Cornwall,1996,10/09/1996
6441,Unknown,Dolphin (indeterminate species),54.94192116,-1.364601193,Sunderland,1996,10/09/1996
6442,Phocoena phocoena,Harbour porpoise,52.53011753,-4.056722109,Ceredigion,1996,11/09/1996
6443,Phocoena phocoena,Harbour porpoise,52.13541495,-4.516395275,Ceredigion,1996,12/09/1996
6444,Phocoena phocoena,Harbour porpoise,57.68374219,-2.737970951,Aberdeenshire,1996,13/09/1996
6445,Delphinus delphis,Short-beaked common dolphin,50.00303207,-5.164017808,Cornwall,1996,16/09/1996
6446,Grampus griseus,Risso's dolphin,58.4927709,-4.436457305,Highland,1996,16/09/1996
6447,Unknown,Cetacean (indeterminate species),57.85663201,-4.022443744,Highland,1996,18/09/1996
6448,Phocoena phocoena,Harbour porpoise,54.12962038,-0.10364021,East Riding of Yorkshire,1996,19/09/1996
6449,Phocoena phocoena,Harbour porpoise,57.39524752,-7.371331136,Western Isles,1996,20/09/1996
6450,Phocoena phocoena,Harbour porpoise,56.77337663,-2.400912958,Aberdeenshire,1996,21/09/1996
6451,Phocoena phocoena,Harbour porpoise,52.94693795,1.210942739,Norfolk,1996,22/09/1996
6452,Phocoena phocoena,Harbour porpoise,57.8909606,-4.010873298,Highland,1996,22/09/1996
6453,Phocoena phocoena,Harbour porpoise,58.52082305,-3.128068966,Highland,1996,25/09/1996
6454,Phocoena phocoena,Harbour porpoise,53.60771088,-3.0611158,Sefton,1996,28/09/1996
6455,Phocoena phocoena,Harbour porpoise,52.4163121,-4.085247567,Ceredigion,1996,29/09/1996
6456,Phocoena phocoena,Harbour porpoise,54.52102568,-3.625483519,Cumbria,1996,02/10/1996
6457,Globicephala melas,Long-finned pilot whale,58.60292466,-3.528305489,Highland,1996,02/10/1996
6458,Phocoena phocoena,Harbour porpoise,52.51214723,-4.055882689,Ceredigion,1996,03/10/1996
6459,Phocoena phocoena,Harbour porpoise,56.02867403,-3.375307283,Fife,1996,04/10/1996
6460,Mesoplodon bidens,Sowerby's beaked whale,56.0638483,-3.190223099,Fife,1996,05/10/1996
6461,Mesoplodon bidens,Sowerby's beaked whale,56.00010562,-3.358255167,City of Edinburgh,1996,06/10/1996
6462,Phocoena phocoena,Harbour porpoise,52.56910934,-4.089538969,Gwynedd,1996,07/10/1996
6463,Phocoena phocoena,Harbour porpoise,56.70203409,-5.21332462,Highland,1996,07/10/1996
6464,Balaenoptera acutorostrata,Minke whale,56.93016654,-6.15358884,Highland,1996,11/10/1996
6465,Unknown,Cetacean (indeterminate species),53.22715111,-4.517037834,Anglesey,1996,13/10/1996
6466,Phocoena phocoena,Harbour porpoise,56.04932256,-3.294148434,Fife,1996,13/10/1996
6467,Phocoena phocoena,Harbour porpoise,60.49797307,-1.155302612,Shetland ,1996,13/10/1996
6468,Unknown,Cetacean (indeterminate species),56.96803958,-7.426525975,Western Isles,1996,13/10/1996
6469,Phocoena phocoena,Harbour porpoise,50.81287833,-0.107666842,Brighton and Hove,1996,16/10/1996
6470,Delphinus delphis,Short-beaked common dolphin,51.67451622,-4.176842168,Carmarthenshire,1996,16/10/1996
6471,Phocoena phocoena,Harbour porpoise,51.05021567,-4.230199654,Devon,1996,18/10/1996
6472,Unknown,Short-beaked common dolphin/striped dolphin (indeterminate species) ,50.78834764,-4.568217973,Cornwall,1996,19/10/1996
6473,Balaenoptera acutorostrata,Minke whale,55.77787116,-5.104881262,Argyll and Bute,1996,19/10/1996
6474,Balaenoptera acutorostrata,Minke whale,57.02875115,-5.981857033,Highland,1996,20/10/1996
6475,Phocoena phocoena,Harbour porpoise,51.99614791,-4.973380623,Pembrokeshire,1996,23/10/1996
6476,Phocoena phocoena,Harbour porpoise,57.57862432,-4.098997004,Highland,1996,25/10/1996
6477,Phocoena phocoena,Harbour porpoise,53.23931187,-4.537237862,Anglesey,1996,26/10/1996
6478,Balaenoptera acutorostrata,Minke whale,51.47168638,0.249258969,Thurrock,1996,29/10/1996
6479,Phocoena phocoena,Harbour porpoise,52.91171366,-4.189294855,Gwynedd,1996,31/10/1996
6480,Globicephala melas,Long-finned pilot whale,58.38927244,-5.144705169,Highland,1996,02/11/1996
6481,Phocoena phocoena,Harbour porpoise,52.80382997,-4.71064589,Gwynedd,1996,04/11/1996
6482,Phocoena phocoena,Harbour porpoise,51.51346116,-3.751144289,Bridgend,1996,05/11/1996
6483,Phocoena phocoena,Harbour porpoise,59.29421137,-2.579400581,Orkney ,1996,06/11/1996
6484,Phocoena phocoena,Harbour porpoise,57.66466613,-3.025922919,Moray,1996,07/11/1996
6485,Lagenorhynchus acutus,Atlantic white-sided dolphin,59.27875641,-2.387845234,Orkney ,1996,09/11/1996
6486,Unknown,Cetacean (indeterminate species),50.12001099,-3.468376786,Devon,1996,10/11/1996
6487,Delphinus delphis,Short-beaked common dolphin,52.25452108,-4.228582493,Ceredigion,1996,12/11/1996
6488,Phocoena phocoena,Harbour porpoise,52.24882519,-4.244414219,Ceredigion,1996,15/11/1996
6489,Stenella coeruleoalba,Striped dolphin,51.77872938,-5.102618787,Pembrokeshire,1996,17/11/1996
6490,Phocoena phocoena,Harbour porpoise,57.66271078,-3.56734565,Moray,1996,17/11/1996
6491,Phocoena phocoena,Harbour porpoise,53.31683786,-4.211482197,Anglesey,1996,20/11/1996
6492,Unknown,Dolphin (indeterminate species),49.94967595,-6.31519163,Isles of Scilly,1996,21/11/1996
6493,Unknown,Cetacean (indeterminate species),52.87749475,1.442191742,Norfolk,1996,24/11/1996
6494,Lagenorhynchus acutus,Atlantic white-sided dolphin,58.84023408,-2.95128561,Orkney ,1996,24/11/1996
6495,Lagenorhynchus acutus,Atlantic white-sided dolphin,58.84023408,-2.95128561,Orkney ,1996,24/11/1996
6496,Lagenorhynchus acutus,Atlantic white-sided dolphin,58.84023408,-2.95128561,Orkney ,1996,24/11/1996
6497,Phocoena phocoena,Harbour porpoise,52.43438598,-4.080215636,Ceredigion,1996,26/11/1996
6498,Phocoena phocoena,Harbour porpoise,52.43438598,-4.080215636,Ceredigion,1996,26/11/1996
6499,Phocoena phocoena,Harbour porpoise,57.17020705,-2.076077833,City of Aberdeen,1996,27/11/1996
6500,Phocoena phocoena,Harbour porpoise,52.48344571,-4.051597933,Ceredigion,1996,30/11/1996
6501,Phocoena phocoena,Harbour porpoise,56.02335596,-2.874473005,East Lothian,1996,06/12/1996
6502,Phocoena phocoena,Harbour porpoise,51.8235086,-5.110051769,Pembrokeshire,1996,09/12/1996
6503,Globicephala melas,Long-finned pilot whale,60.69673462,-0.836855983,Shetland ,1996,10/12/1996
6504,Globicephala melas,Long-finned pilot whale,60.68418228,-0.839140276,Shetland ,1996,10/12/1996
6505,Physeter macrocephalus,Sperm whale,60.11875456,-1.4472016,Shetland ,1996,15/12/1996
6506,Phocoena phocoena,Harbour porpoise,55.5591546,-4.656131191,South Ayrshire,1996,17/12/1996
6507,Phocoena phocoena,Harbour porpoise,56.00785114,-3.389003777,Fife,1996,19/12/1996
6508,Lagenorhynchus albirostris,White-beaked dolphin,54.06376495,-0.205981752,East Riding of Yorkshire,1996,20/12/1996
6509,Stenella coeruleoalba,Striped dolphin,55.2351,-6.3917,Antrim,1996,20/12/1996
6510,Phocoena phocoena,Harbour porpoise,55.76316799,-1.992030931,Northumberland,1996,22/12/1996
6511,Phocoena phocoena,Harbour porpoise,57.24029793,-2.043082068,Aberdeenshire,1996,22/12/1996
6512,Physeter macrocephalus,Sperm whale,55.88308137,-6.273258393,Argyll and Bute,1996,27/12/1996
6513,Phocoena phocoena,Harbour porpoise,57.3085827,-1.991699637,Aberdeenshire,1997,05/01/1997
6514,Phocoena phocoena,Harbour porpoise,52.57265478,1.735679784,Norfolk,1997,06/01/1997
6515,Phocoena phocoena,Harbour porpoise,51.37635169,1.180243834,Kent,1997,07/01/1997
6516,Phocoena phocoena,Harbour porpoise,54.30664372,-0.409109773,North Yorkshire,1997,07/01/1997
6517,Phocoena phocoena,Harbour porpoise,50.12219445,-5.082312395,Cornwall,1997,08/01/1997
6518,Phocoena phocoena,Harbour porpoise,50.06740629,-5.078796299,Cornwall,1997,08/01/1997
6519,Phocoena phocoena,Harbour porpoise,55.07086486,-1.45183364,North Tyneside,1997,08/01/1997
6520,Phocoena phocoena,Harbour porpoise,57.17739428,-2.076092599,City of Aberdeen,1997,08/01/1997
6521,Phocoena phocoena,Harbour porpoise,53.69737956,-0.818473103,East Riding of Yorkshire,1997,08/01/1997
6522,Phocoena phocoena,Harbour porpoise,50.17990308,-4.973942911,Cornwall,1997,10/01/1997
6523,Delphinus delphis,Short-beaked common dolphin,50.84176056,-0.930404324,West Sussex,1997,10/01/1997
6524,Delphinus delphis,Short-beaked common dolphin,51.29465217,-3.011234708,Somerset,1997,12/01/1997
6525,Phocoena phocoena,Harbour porpoise,52.70121399,1.709640821,Norfolk,1997,12/01/1997
6526,Kogia breviceps,Pygmy sperm whale,51.16671751,-4.659293636,Devon,1997,12/01/1997
6527,Phocoena phocoena,Harbour porpoise,54.01799076,-0.211005624,East Riding of Yorkshire,1997,12/01/1997
6528,Phocoena phocoena,Harbour porpoise,49.94436033,-6.337028667,Isles of Scilly,1997,12/01/1997
6529,Phocoena phocoena,Harbour porpoise,51.53246731,0.808920424,Southend-on-Sea,1997,13/01/1997
6530,Delphinus delphis,Short-beaked common dolphin,50.14250917,-5.062619262,Cornwall,1997,14/01/1997
6531,Delphinus delphis,Short-beaked common dolphin,50.09247645,-5.150330008,Cornwall,1997,14/01/1997
6532,Unknown,Dolphin (indeterminate species),50.09850739,-5.126947892,Cornwall,1997,14/01/1997
